"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","K1A","K1B","K1C","K1D","K2A","K2B","K2C","K2D","K3A","K3B","K3C","K3D","K4A","K4B","K4C","K4D","K5A","K5B","K5C","K5D","K6A","K6B","K6C","K6D","K7A","K7B","K7C","K7D","K8A","K8B","K8C","K8D","K9A","K9B","K9C","K9D","L1A","L2A","L3A","L4A_1","L4A_2","L4A_3","L4A_4","L4A_5","L5A","L6A","L7A","L8A","L9A","L1B","L2B","L3B","L4B_1","L4B_2","L4B_3","L4B_4","L4B_5","L5B","L6B","L7B","L8B","L9B","L1C","L2C","L3C","L4C_1","L4C_2","L4C_3","L4C_4","L4C_5","L5C","L6C","L7C","L8C","L9C","L1D","L2D","L3D","L4D_1","L4D_2","L4D_3","L4D_4","L4D_5","L5D","L6D","L7D","L8D","L9D","L1E","L2E","L3E","L4E_1","L4E_2","L4E_3","L4E_4","L4E_5","L5E","L6E","L7E","L8E","L9E","hhid","camp","ref_weight"
2,25,98,2,3,3,35.5647948387097,,,,,30,,0,,0,,0,,0,,0,,480,,480,,0,,0,,0,,30,,0,,30,,0,,30,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259800302,,
2,25,98,2,4,3,35.5647948387097,,,,,90,0,0,,30,60,0,,0,30,0,,0,0,360,,60,60,150,,0,30,0,,0,0,60,,0,0,30,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259800402,,
2,25,98,2,5,3,35.5647948387097,,,,,90,0,0,,30,0,0,,0,0,0,,0,0,360,,360,60,120,,0,0,0,,0,0,40,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,259800502,,
2,25,98,2,6,3,35.5647948387097,,,,,0,,0,,60,,0,,0,,0,,360,,360,,60,,120,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,259800602,,
2,25,98,2,7,3,35.5647948387097,,,,,180,,0,0,120,,60,0,0,,0,0,360,,360,0,120,,120,240,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,259800702,,
2,25,98,2,8,3,35.5647948387097,,,,,,,20,,,,0,,,,0,,,,0,,,,0,,,,0,,,,360,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259800802,,
2,25,98,2,9,3,35.5647948387097,,,,,20,,0,0,30,,30,0,30,,0,30,480,,380,0,0,,0,60,0,,0,30,0,,30,0,0,,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,259800902,,
2,25,98,2,10,3,91.87572,,,,,120,,0,,0,,0,,0,,0,,360,,360,,60,,60,,0,,0,,60,,60,,90,,120,,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259801002,,
2,25,98,2,11,3,91.87572,,,,,120,0,0,0,120,0,60,0,0,0,0,120,540,0,600,0,120,0,240,0,0,60,0,120,60,0,60,0,120,120,120,120,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,259801102,,
2,25,98,2,12,3,91.87572,,,,,60,,60,,60,,60,,60,,60,,0,,600,,120,,120,,240,,180,,60,,60,,60,,120,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259801202,,
2,25,98,2,13,3,91.87572,,,,,60,120,0,0,60,0,30,0,120,45,0,30,480,0,480,0,60,300,45,300,0,300,0,240,90,0,30,0,60,120,90,120,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,259801302,,
2,25,98,2,14,3,35.5647948387097,,,,,30,0,0,,90,120,180,,0,0,0,,360,0,360,,120,240,0,,60,350,0,,0,0,0,,90,120,0,,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259801402,,
2,25,98,2,15,3,91.87572,,,,,90,120,,,60,30,,,0,0,,,480,0,,,120,240,,,0,0,,,0,0,,,0,0,,,2,2,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,259801502,,
2,25,98,2,16,3,91.87572,,,,,180,,0,,120,,60,,0,,0,,360,,420,,120,,180,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,259801602,,
2,25,98,2,17,3,91.87572,,,,,150,0,,,60,0,,,60,0,,,360,0,,,120,240,,,0,0,,,0,0,,,0,0,,,1,1,1,1,0,0,0,0,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259801702,,
2,25,98,2,18,3,91.87572,,,,,120,,0,,0,,0,,0,,0,,540,,540,,120,,240,,0,,0,,30,,30,,240,,120,,1,1,1,1,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259801802,,
2,25,99,2,1,1,950.1539,60,,60,,120,,120,,0,,0,,0,,0,,540,,600,,120,,240,,0,,0,,30,,30,,60,,120,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,2,2,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259900102,,
2,25,99,2,2,1,950.1539,,,,,20,20,20,,0,0,0,,0,0,0,,300,0,300,,0,0,0,,0,30,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259900202,,
2,25,99,2,3,1,950.1539,,,,,120,,0,0,240,,120,0,0,,0,0,300,,480,0,120,,60,240,0,,0,0,30,,90,0,0,,0,90,1,1,1,1,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,259900302,,
2,25,99,2,4,1,950.1539,,,,,125,0,0,0,30,60,0,30,0,0,0,0,360,0,360,0,0,60,60,60,0,30,0,30,0,0,0,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,259900402,,
2,25,99,2,5,1,950.1539,,,,,130,,0,,60,,30,,0,,60,,360,,360,,60,,120,,0,,120,,0,,60,,0,,60,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259900502,,
2,25,99,2,6,1,950.1539,,,,,180,,0,,0,,0,,0,,0,,0,,0,,120,,240,,0,,0,,0,,0,,60,,60,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259900602,,
2,25,99,2,7,1,950.1539,,,,,180,,0,0,30,,30,0,0,,0,0,360,,360,0,0,,60,60,0,,0,0,0,,0,0,0,,0,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,259900702,,
2,25,99,2,8,1,950.1539,,,,,,,120,0,,,60,0,,,60,0,,,480,0,,,90,120,,,0,60,,,30,0,,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,259900802,,
2,25,99,2,9,1,950.1539,,,,,60,10,0,0,120,30,90,0,30,0,60,0,480,0,480,0,240,240,120,360,0,60,0,60,30,30,30,60,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,259900902,,
2,25,99,2,10,1,950.1539,,,,,90,,0,,0,,0,,0,,0,,0,,360,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259901002,,
2,25,99,2,11,1,950.1539,60,60,60,,120,120,60,,60,0,60,,120,120,0,,540,0,540,,120,120,120,,0,60,0,,0,0,60,,120,120,120,,2,2,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259901102,,
2,25,99,2,12,1,950.1539,,,,,,,120,,,,0,,,,0,,,,360,,,,60,,,,0,,,,180,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,259901202,,
2,25,99,2,13,1,950.1539,,,,,60,120,120,0,60,0,60,30,0,30,30,30,360,0,520,0,30,300,90,300,0,350,240,350,60,0,90,0,30,60,60,90,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,259901302,,
2,25,99,2,14,1,950.1539,,,,,20,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259901402,,
2,25,99,2,15,1,950.1539,,,,,20,,0,20,20,,30,0,0,,30,30,300,,0,0,0,,30,30,0,,60,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,259901502,,
2,25,99,2,16,1,950.1539,60,90,,60,120,120,,0,120,120,,120,60,60,,60,540,0,,0,120,120,,120,60,0,,0,0,0,,0,120,120,,120,2,2,0,,,,,,1,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,259901602,,
2,25,99,2,17,1,950.1539,,,,,120,60,120,0,60,0,30,0,0,45,0,30,480,0,360,0,60,240,90,240,0,360,0,250,120,0,150,0,60,200,90,240,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,259901702,,
2,25,99,2,18,1,950.1539,,,,,20,0,,,30,30,,,0,30,,,300,0,,,0,30,,,0,30,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,259901802,,
2,25,100,2,1,1,1790.81928947368,,,,,120,0,0,,60,30,60,,0,60,0,,360,0,360,,60,60,120,,0,60,0,,60,0,60,,0,0,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260000102,,
2,25,100,2,4,1,1790.81928947368,,,,,180,,0,60,120,,120,120,120,,120,120,540,,540,0,120,,180,180,0,,0,60,30,,30,0,120,,180,180,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,260000402,,
2,25,100,2,5,1,1790.81928947368,,,,,120,,120,,0,,0,,0,,0,,0,,0,,120,,120,,0,,0,,30,,30,,90,,90,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260000502,,
2,25,100,2,6,1,1790.81928947368,,,,,120,,,0,120,,,120,0,,,120,540,,,0,120,,,120,0,,,60,30,,,0,120,,,120,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,260000602,,
2,25,100,2,7,1,1790.81928947368,,,,,15,,,,0,,,,0,,,,0,,,,240,,,,0,,,,60,,,,0,,,,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000702,,
2,25,100,2,8,1,1790.81928947368,,,,,,,90,,,,0,,,,0,,,,0,,,,240,,,,0,,,,60,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260000802,,
2,25,100,2,9,1,1790.81928947368,,,,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260000902,,
2,25,100,2,10,1,756.1237,,,,,20,20,20,20,30,30,30,30,30,30,30,30,480,0,480,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,260001002,,
2,25,100,2,11,1,756.1237,,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,,,,90,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260001102,,
2,25,100,2,12,1,756.1237,,,,,20,,0,,20,,20,,0,,0,,480,,480,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260001202,,
2,25,100,2,13,1,756.1237,,,,,100,,0,0,60,,60,60,0,,0,60,360,,360,0,60,,120,60,0,,0,60,0,,60,0,0,,0,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260001302,,
2,25,100,2,14,1,756.1237,,,,,60,,120,120,30,,60,0,45,,30,30,480,,720,360,60,,60,120,30,,60,300,60,,120,30,60,,150,360,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,260001402,,
2,25,100,2,15,1,756.1237,,,,,60,,120,0,30,,0,30,45,,45,30,300,,300,0,30,,90,240,30,,45,60,45,,60,120,30,,90,300,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,2,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,260001502,,
2,25,100,2,16,1,756.1237,,,,,180,0,120,,180,180,60,,180,120,180,,540,0,540,,180,180,180,,180,60,60,,60,0,60,,120,120,180,,0,,0,,,,,,2,0,0,,0,2,2,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260001602,,
2,25,100,2,17,1,756.1237,,,,,30,30,0,,20,30,60,,0,60,0,,480,0,480,,0,30,0,,0,30,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260001702,,
2,25,100,2,18,1,756.1237,,,,,20,30,,20,30,0,,60,30,30,,30,480,0,,0,0,30,,30,0,30,,30,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260001802,,
2,25,100,2,19,1,1790.81928947368,,,,,,90,120,,,60,60,,,60,0,,,0,360,,,60,0,,,30,0,,,0,0,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260001902,,
2,25,100,2,22,1,1790.81928947368,,,,,120,120,120,,90,30,60,,0,30,30,,360,0,0,,30,320,250,,90,300,120,,60,300,240,,60,250,240,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260002202,,
2,25,101,2,1,3,75.79504,,,,,60,0,0,0,30,0,0,0,30,0,0,0,360,0,0,0,60,60,180,60,0,60,0,60,30,0,90,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260100102,,
2,25,101,2,2,3,75.79504,,,,,120,120,0,,0,0,30,,0,0,30,,480,0,480,,120,120,240,,0,60,0,,30,60,30,,0,0,0,,0,,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260100202,,
2,25,101,2,3,3,75.79504,,,,,120,,,,0,,,,0,,,,540,,,,120,,,,0,,,,0,,,,0,,,,3,3,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260100302,,
2,25,101,2,4,3,75.79504,,,,,120,,0,120,90,,60,60,0,,120,120,540,,600,0,120,,120,120,0,,120,120,60,,60,0,60,,180,180,2,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,3,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,260100402,,
2,25,101,2,5,3,75.79504,,,,,120,,,,0,,,,0,,,,540,,,,120,,,,0,,,,0,,,,0,,,,1,1,1,1,0,0,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260100502,,
2,25,101,2,6,3,75.79504,,,,,90,90,0,0,120,0,90,0,0,30,60,60,480,0,540,0,120,120,240,240,0,60,0,60,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,2,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,260100602,,
2,25,101,2,8,3,75.79504,,,,,180,,0,,0,,0,,0,,0,,360,,720,,120,,120,,0,,120,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260100802,,
2,25,101,2,9,3,75.79504,,,,,115,0,,,180,0,,,0,0,,,360,0,,,120,120,,,0,0,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260100902,,
2,25,101,2,10,3,75.79504,,,,,120,0,,,120,0,,,0,0,,,360,0,,,120,180,,,0,120,,,0,0,,,0,0,,,0,,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260101002,,
2,25,101,2,11,3,75.79504,,,,,30,30,0,,30,0,0,,30,0,0,,300,0,300,,0,30,0,,0,30,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,1,0,,1,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260101102,,
2,25,101,2,12,3,75.79504,,,,,75,0,,0,0,120,,100,0,0,,0,0,0,,0,120,60,,60,0,0,,0,0,0,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260101202,,
2,25,101,2,13,3,75.79504,,,,,20,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,60,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260101302,,
2,25,101,2,14,3,75.79504,,,,,120,120,120,120,0,0,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260101402,,
2,25,101,2,15,3,75.79504,,,,,30,0,0,0,160,0,60,210,0,0,0,0,300,0,300,0,60,60,180,410,0,180,120,300,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,260101502,,
2,25,101,2,16,3,75.79504,,,,,120,,120,,0,,0,,0,,0,,360,,300,,45,,60,,0,,0,,0,,0,,0,,0,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260101602,,
2,25,101,2,17,3,75.79504,,,,,120,,0,,60,,60,,0,,0,,300,,300,,45,,240,,0,,300,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260101702,,
2,25,101,2,18,3,75.79504,,,,,150,,0,,30,,0,,0,,0,,360,,120,,60,,120,,0,,30,,60,,60,,0,,120,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260101802,,
2,25,101,2,20,3,75.79504,,,,,90,,,,0,,,,0,,,,0,,,,120,,,,0,,,,0,,,,0,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260102002,,
2,25,102,1,1,3,58.1195744863014,,,,,20,,30,20,0,,0,0,120,,30,0,320,,480,0,0,,0,0,0,,300,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260200102,,
2,25,102,1,3,3,58.1195744863014,,,,,,,20,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260200302,,
2,25,102,1,4,3,101.3189,,,,,100,90,,120,90,60,,90,60,80,,90,600,0,,0,60,90,,90,0,120,,120,0,0,,0,60,60,,60,1,1,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260200402,,
2,25,102,1,5,3,101.3189,,,,,150,,0,,0,,0,,0,,0,,0,,0,,120,,120,,0,,0,,0,,0,,0,,120,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260200502,,
2,25,102,1,6,3,58.1195744863014,,,,,60,,30,,0,,0,,0,,0,,380,,380,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260200602,,
2,25,102,1,7,3,58.1195744863014,,,,,150,0,120,,120,80,120,,0,120,60,,540,0,540,,120,120,150,,0,120,120,,0,0,0,,0,0,0,,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,2,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,260200702,,
2,25,102,1,8,3,58.1195744863014,,,,,130,,0,0,0,,0,0,0,,0,0,360,,420,0,0,,60,60,0,,0,0,60,,0,0,0,,0,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260200802,,
2,25,102,1,9,3,58.1195744863014,,,,,140,0,0,0,60,30,60,30,0,60,30,30,360,0,360,0,0,0,60,60,0,60,0,60,60,0,60,0,60,0,60,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,260200902,,
2,25,102,1,10,3,101.3189,,,,,90,,0,,30,,30,,0,,0,,480,,540,,60,,120,,0,,0,,0,,90,,90,,90,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260201002,,
2,25,102,1,11,3,101.3189,,,,,120,,30,,60,,30,,0,,0,,0,,0,,120,,120,,0,,0,,60,,60,,180,,360,,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,260201102,,
2,25,102,1,13,3,101.3189,,,,,90,0,0,0,60,0,90,0,30,0,0,0,360,0,540,0,90,120,120,240,0,60,0,60,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260201302,,
2,25,102,1,14,3,101.3189,,,,,180,10,0,0,60,0,90,0,45,0,0,30,660,0,560,0,30,360,60,350,120,250,0,240,60,0,60,0,60,120,360,120,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,260201402,,
