"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","K1A","K1B","K1C","K1D","K2A","K2B","K2C","K2D","K3A","K3B","K3C","K3D","K4A","K4B","K4C","K4D","K5A","K5B","K5C","K5D","K6A","K6B","K6C","K6D","K7A","K7B","K7C","K7D","K8A","K8B","K8C","K8D","K9A","K9B","K9C","K9D","L1A","L2A","L3A","L4A_1","L4A_2","L4A_3","L4A_4","L4A_5","L5A","L6A","L7A","L8A","L9A","L1B","L2B","L3B","L4B_1","L4B_2","L4B_3","L4B_4","L4B_5","L5B","L6B","L7B","L8B","L9B","L1C","L2C","L3C","L4C_1","L4C_2","L4C_3","L4C_4","L4C_5","L5C","L6C","L7C","L8C","L9C","L1D","L2D","L3D","L4D_1","L4D_2","L4D_3","L4D_4","L4D_5","L5D","L6D","L7D","L8D","L9D","L1E","L2E","L3E","L4E_1","L4E_2","L4E_3","L4E_4","L4E_5","L5E","L6E","L7E","L8E","L9E","hhid","camp","ref_weight"
3,31,146,1,17,1,19.6108301886792,,,,,120,0,60,0,60,60,60,60,0,0,30,0,0,0,660,0,60,60,60,60,0,0,0,120,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324601703,,
3,31,146,1,18,1,259.8435,,,,,120,60,60,0,30,0,30,30,0,40,0,0,0,0,420,0,60,60,120,30,180,40,0,300,0,0,0,0,60,60,180,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324601803,,
3,31,147,2,1,3,58.42857,,,,,60,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324700103,,
3,31,147,2,2,3,58.42857,,,,,30,,,,0,,,,0,,,,420,,,,360,,,,60,,,,45,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324700203,,
3,31,147,2,3,3,58.42857,,,,,30,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324700303,,
3,31,147,2,4,3,58.42857,,,,,120,0,0,0,15,0,20,0,0,0,0,0,720,0,720,0,120,240,180,0,0,0,300,0,30,0,30,0,0,0,0,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324700403,,
3,31,147,2,5,3,58.42857,,,,,130,0,0,,0,0,0,,30,0,60,,560,0,630,,120,360,120,,30,0,60,,45,0,0,,0,0,180,,0,,0,,,,,,0,0,1,0,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324700503,,
3,31,147,2,6,3,58.42857,,,,,145,,0,,0,,0,,0,,0,,360,,360,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324700603,,
3,31,147,2,7,3,58.42857,,,,,180,0,0,0,60,30,30,0,0,0,0,0,0,0,600,0,60,60,120,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,324700703,,
3,31,147,2,8,3,58.42857,,,,,120,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,60,60,120,60,0,30,0,60,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324700803,,
3,31,147,2,9,3,58.42857,,,,,180,,0,,0,,0,,0,,0,,420,,720,,60,,100,,0,,0,,30,,30,,180,,360,,0,,0,,,,,,1,0,1,0,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324700903,,
3,31,147,2,10,3,58.42857,,,,,180,,0,,0,,0,,0,,0,,0,,600,,60,,120,,0,,0,,0,,0,,0,,0,,1,1,1,0,1,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324701003,,
3,31,147,2,11,3,58.42857,,,,,120,,100,,60,,30,,0,,0,,180,,480,,60,,120,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,324701103,,
3,31,147,2,12,3,58.42857,,,,,120,100,0,,0,0,0,,0,0,0,,600,0,360,,60,0,120,,0,0,0,,0,0,0,,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324701203,,
3,31,147,2,13,3,58.42857,,,,,,0,120,0,,0,180,0,,0,0,0,,0,540,0,,0,180,60,,0,0,30,,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324701303,,
3,31,147,2,14,3,58.42857,,,,,120,0,,,0,0,,,0,0,,,640,0,,,0,0,,,0,60,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324701403,,
3,31,147,2,15,3,58.42857,,,,,120,,0,0,300,,0,0,0,,0,0,360,,540,0,0,,120,60,0,,0,30,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324701503,,
3,31,147,2,16,3,58.42857,,,,,120,,0,0,540,,0,0,60,,0,0,300,,540,0,60,,120,60,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,324701603,,
3,31,147,2,17,3,58.42857,,,,,120,0,,0,180,0,,0,0,0,,0,480,0,,0,60,0,,0,0,60,,60,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324701703,,
3,31,147,2,18,3,58.42857,,,,,180,0,0,0,0,0,0,0,60,0,30,0,360,0,540,0,60,60,120,60,0,60,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324701803,,
3,31,148,2,1,3,32.4585914835165,,,,,120,,0,0,60,,60,90,0,,0,60,60,,360,0,90,,120,180,0,,0,40,60,,60,0,90,,90,120,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,324800103,,
3,31,148,2,2,3,29.17266,,,,,120,0,0,,40,60,25,,0,60,0,,60,0,420,,120,90,60,,0,0,0,,30,0,60,,60,90,30,,1,1,0,,,,,,1,0,0,,1,0,,,,,,,,2,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324800203,,
3,31,148,2,4,3,32.4585914835165,,,,,120,,,,300,,,,0,,,,480,,,,180,,,,60,,,,120,,,,180,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324800403,,
3,31,148,2,5,3,32.4585914835165,,,,,65,,0,,0,,0,,0,,0,,480,,560,,0,,120,,0,,0,,30,,60,,0,,30,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324800503,,
3,31,148,2,6,3,29.17266,,,,,120,,0,,12,,60,,0,,0,,60,,360,,60,,180,,60,,0,,60,,45,,90,,300,,1,0,0,,,,,,1,0,1,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324800603,,
3,31,148,2,7,3,32.4585914835165,,,,,60,,0,,0,,0,,0,,0,,480,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324800703,,
3,31,148,2,8,3,32.4585914835165,,,,,120,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324800803,,
3,31,148,2,9,3,29.17266,,,,,120,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324800903,,
3,31,148,2,10,3,32.4585914835165,,,,,120,0,0,0,30,30,0,30,0,30,0,0,300,0,300,0,0,30,0,30,0,40,0,40,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324801003,,
3,31,148,2,11,3,32.4585914835165,,,,,120,0,0,0,0,30,0,30,0,30,0,30,240,0,240,0,0,30,0,30,0,30,0,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324801103,,
3,31,148,2,13,3,32.4585914835165,,,,,60,,0,0,40,,0,30,0,,0,0,300,,300,0,0,,0,40,0,,0,40,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324801303,,
3,31,148,2,14,3,32.4585914835165,,,,,,,0,,,,0,,,,0,,,,880,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324801403,,
3,31,148,2,15,3,29.17266,,,,,120,60,60,,120,0,120,,0,0,0,,600,0,600,,0,0,0,,0,0,120,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324801503,,
3,31,148,2,17,3,32.4585914835165,,,,,75,,0,0,0,,0,0,0,,0,0,480,,480,0,0,,120,30,0,,0,0,0,,30,0,0,,0,0,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324801703,,
3,31,148,2,18,3,32.4585914835165,,,,,75,0,0,,0,0,0,,0,0,0,,60,0,60,,0,0,60,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324801803,,
3,31,148,2,19,3,32.4585914835165,,,,,120,,0,,0,,0,,0,,0,,0,,600,,0,,120,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324801903,,
3,31,148,2,20,3,29.17266,,,,,180,0,0,0,45,30,40,30,30,30,30,45,880,0,880,0,60,70,40,300,0,60,30,60,0,0,0,0,0,0,0,0,0,,0,,,,,,1,0,0,,0,0,,,,,,,,1,0,0,,1,1,1,1,0,0,0,0,0,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324802003,,
3,31,148,2,21,3,32.4585914835165,,,,,120,0,0,0,60,0,60,0,0,120,0,120,540,0,600,0,0,120,180,120,60,120,0,180,60,60,120,60,0,120,180,180,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324802103,,
3,31,149,2,1,3,19.84271,,,,,120,,0,,12,,90,,0,,0,,60,,0,,60,,120,,0,,0,,60,,60,,0,,0,,0,,0,,,,,,0,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,324900103,,
3,31,149,2,2,3,19.84271,,,,,120,0,0,,0,0,0,,0,0,0,,360,0,480,,0,180,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324900203,,
3,31,149,2,3,3,19.84271,,,,,60,,0,0,0,,0,30,0,,0,30,300,,480,0,0,,0,30,0,,0,300,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324900303,,
3,31,149,2,4,3,19.84271,,,,,60,,0,0,0,,0,0,0,,0,0,360,,360,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324900403,,
3,31,149,2,5,3,19.84271,,,,,120,0,0,,60,0,60,,30,0,0,,300,0,600,,0,0,0,,0,30,0,,0,0,180,,0,0,0,,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324900503,,
3,31,149,2,7,3,19.84271,,,,,120,0,0,0,240,0,120,0,60,120,120,120,480,0,480,0,60,120,180,60,30,60,60,60,60,0,120,0,120,0,240,60,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324900703,,
3,31,149,2,8,3,19.84271,,,,,120,,0,0,60,,60,0,0,,0,60,120,,300,0,30,,90,120,0,,0,40,90,,90,0,45,,30,90,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,0,,,,,,,,2,0,0,,0,0,,,,,,,,0,0,0,,0,324900803,,
3,31,149,2,9,3,19.84271,,,,,0,,0,0,0,,0,0,0,,0,0,420,,420,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324900903,,
3,31,149,2,10,3,19.84271,,,,,60,0,0,0,40,0,30,30,0,0,0,30,240,0,480,0,0,0,0,30,0,0,0,480,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324901003,,
3,31,149,2,11,3,19.84271,,,,,150,,0,0,0,,0,0,0,,0,0,180,,240,0,120,,60,30,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324901103,,
3,31,149,2,12,3,19.84271,,,,,70,0,0,0,60,0,0,0,0,0,0,0,480,0,480,0,30,30,120,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,324901203,,
3,31,149,2,13,3,19.84271,,,,,140,,,,0,,,,0,,,,480,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324901303,,
3,31,149,2,14,3,19.84271,,,,,120,,0,,240,,60,,0,,0,,540,,360,,120,,300,,60,,0,,120,,180,,180,,540,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,324901403,,
3,31,149,2,15,3,19.84271,,,,,180,,0,,30,,0,,0,,0,,60,,240,,30,,90,,0,,0,,30,,30,,0,,0,,0,,0,,,,,,1,0,0,,1,,,,,,,,,,,,,,1,0,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,1,0,0,324901503,,
3,31,149,2,16,3,19.84271,,,,,60,,30,,20,,30,,0,,0,,0,,0,,0,,30,,0,,0,,120,,360,,0,,420,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324901603,,
3,31,149,2,17,3,19.84271,,,,,60,,60,,0,,0,,0,,0,,0,,880,,0,,0,,120,,0,,0,,420,,0,,420,,1,1,1,1,1,1,0,0,1,0,0,,1,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,324901703,,
3,31,149,2,18,3,19.84271,,,,,75,,0,,30,,0,,60,,0,,0,,0,,60,,80,,30,,60,,0,,40,,0,,0,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,324901803,,
3,31,149,2,20,3,19.84271,,,,,120,60,0,0,60,0,40,0,0,60,0,0,60,0,420,0,40,90,120,360,0,60,0,0,0,0,30,0,0,120,0,60,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,324902003,,
3,31,150,2,1,1,1244.887,,,,,70,,0,0,120,,0,0,0,,0,0,560,,480,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325000103,,
3,31,150,2,3,1,1244.887,,,,,70,,0,,300,,20,,0,,0,,420,,480,,120,,120,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,325000303,,
3,31,150,2,4,1,1244.887,,,,,60,,,,0,,,,0,,,,0,,,,30,,,,30,,,,0,,,,0,,,,1,1,1,0,1,1,1,1,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000403,,
3,31,150,2,5,1,1244.887,,,,,60,0,0,,0,0,0,,0,0,0,,300,0,300,,0,0,0,,0,40,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,325000503,,
3,31,150,2,6,1,1244.887,,,,,120,0,0,0,60,60,0,120,0,60,0,120,0,0,540,0,60,180,300,120,40,120,0,60,0,0,0,0,0,0,240,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,325000603,,
3,31,150,2,7,1,1244.887,,,,,120,120,0,,40,90,15,,0,60,0,,120,0,420,,40,90,120,,0,45,0,,30,0,30,,0,0,0,,0,,0,,,,,,1,0,0,,1,0,,,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,325000703,,
3,31,150,2,9,1,1244.887,,,,,120,0,,,0,0,,,0,30,,,180,0,,,0,30,,,0,30,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000903,,
3,31,150,2,10,1,1244.887,,,,,120,0,0,0,120,0,120,0,0,0,0,0,600,0,600,0,0,60,0,180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325001003,,
3,31,150,2,11,1,1244.887,,,,,120,,,,0,,,,0,,,,0,,,,120,,,,0,,,,120,,,,120,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325001103,,
3,31,150,2,12,1,1244.887,,,,,60,,60,,0,,0,,0,,0,,360,,480,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,325001203,,
3,31,150,2,13,1,1244.887,,,,,120,0,0,,0,0,0,,0,0,0,,480,0,480,,0,180,0,,0,0,0,,0,0,60,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,325001303,,
3,31,150,2,14,1,1244.887,,,,,120,60,0,0,30,0,40,0,0,0,40,40,480,0,520,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,1,1,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325001403,,
3,31,150,2,15,1,1244.887,,,,,120,0,0,0,30,0,30,0,30,0,30,0,480,0,480,0,0,0,120,0,0,30,0,30,30,0,600,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325001503,,
3,31,150,2,17,1,1244.887,,,,,60,,0,,0,,30,,0,,0,,440,,440,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,0,1,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,325001703,,
3,31,150,2,18,1,1244.887,,,,,120,,0,,12,,120,,0,,0,,60,,0,,60,,120,,0,,0,,60,,60,,90,,90,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,325001803,,
3,31,150,2,19,1,1244.887,,,,,45,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325001903,,
3,31,150,2,20,1,1244.887,,,,,75,0,0,0,30,0,0,0,0,0,0,0,300,180,480,0,60,0,120,60,0,0,0,0,0,0,30,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325002003,,
3,31,150,2,22,1,1244.887,,,,,120,,0,0,60,,40,60,90,,60,60,180,,240,0,40,,120,90,0,,0,60,60,,60,30,90,,90,120,0,,0,,,,,,2,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,4,0,0,,0,0,,,,,,,,0,0,0,,0,325002203,,
3,31,151,2,1,2,,,,,,120,60,0,0,30,30,30,0,0,0,0,0,0,0,0,0,60,60,60,60,0,60,0,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,325100103,2,22.3819446563721
3,31,151,2,2,2,,,,,,120,60,0,,0,0,0,,0,0,120,,0,0,0,,30,60,60,,0,0,120,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,325100203,2,22.3819446563721
3,31,151,2,3,2,,,,,,120,60,0,0,0,0,0,0,0,0,0,0,0,0,600,0,30,60,120,60,0,60,0,60,0,0,300,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,325100303,2,22.3819446563721
3,31,151,2,4,2,,,,,,120,,0,0,0,,0,0,0,,0,0,0,,0,0,60,,120,60,0,,60,30,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,325100403,2,22.3819446563721
3,31,151,2,5,2,,,,,,120,,0,,0,,0,,0,,0,,0,,0,,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,325100503,2,22.3819446563721
3,31,151,2,6,2,,,,,,10,,,0,180,,,0,0,,,0,0,,,0,60,,,60,0,,,0,0,,,0,0,,,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,0,1,0,1,0,0,0,0,0,0,,0,325100603,2,22.3819446563721
3,31,151,2,7,2,,,,,,0,0,120,0,0,0,240,0,0,0,60,0,0,0,480,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,325100703,2,22.3819446563721
