"Cluster","ED_ID","CI01","CI02","CI06","CI07","CI08","QE_B04","QE_B05","QE_B06","QE_B07","QE_B08","QE_B11","QE_B11_OTHER","QE_B12","QE_B13","QE_B13A","QE_B14A","QE_B14B","QE_B15A","QE_B15B","QE_B16","QE_B17","QE_B17_OTHER","QE_B18","QE_B18_OTHER","QE_B19","QE_B20","QE_B21","QE_B22","QE_B23","QE_B24A","QE_B24B","QE_B25","QE_B26","QE_B27A","QE_B27A_OTHER","QE_B27B","QE_B28","QE_B28_OTHER","QE_B29","QE_B30A","QE_B30B","QE_B31","QE_B32_1","QE_B32_2","QE_B32_3","QE_B33","QE_B34_1","QE_B34_2","QE_B34_3","QE_B34_4","QE_B35","QE_B36","QE_B37","QE_B38","QE_B39","QE_B40","QE_B40_OTHER","QE_B41","QE_B42","QE_B43","QE_B43_OTHER","QE_B44","QE_B45","QE_B46","QE_B46_OTHER","QE_B47","QE_B48","QE_B48_OTHER","QE_B49","QE_B50","QE_B51A","QE_B51B","QE_B51B_OTHER","QE_B52","QE_B53","QE_B54","QE_B55","QE_B56","QE_B57","QE_B58","QE_B58_OTHER","QE_B59","QE_B59_OTHER","QE_B60A","QE_B60B","QE_B60C","QE_B61A","QE_B61B","QE_B61C","QE_B62A","QE_B62B","QE_B62C","QE_B63A","QE_B63B","QE_B63C","QE_B64A","QE_B64B","QE_B64C","QE_B65A","QE_B65B","QE_B65C","QE_B66A","QE_B66B","QE_B66C","QE_B67A","QE_B67B","QE_B67C","QE_B68A","QE_B68B","QE_B68C","QE_B69A","QE_B69B","QE_B69C","QE_B70A","QE_B70B","QE_B70C","QE_B71A","QE_B71B","QE_B71C","QE_B72A","QE_B72B","QE_B72C","QE_B73A","QE_B73B","QE_B73C","QE_B74A","QE_B74B","QE_B74C","QE_B75A","QE_B75B","QE_B75C","QE_B76A","QE_B76B","QE_B76C","QE_B77A","QE_B77B","QE_B77C","QE_B78A","QE_B78B","QE_B78C","QE_B79_01","QE_B79_02","QE_B79_03","QE_B79_04","QE_B79_05","QE_B79_06","QE_B79_07","QE_B79_08","QE_B79_09","QE_B79_10","QE_B79_11","QE_B79_12","QE_B79_13","QE_B79_14","QE_B79_15","QE_B79_16","QE_B79_17","QE_B79_18","QE_B79_19","QE_B80","QE_B80_OTHER","QE_B81","QE_C01","QE_C02","QE_C03","QE_C04","QE_C05","QE_C06","QE_C06_1","QE_C06_2","QE_C06_3","QE_C06_4","QE_C06_5","QE_C06_6","QE_C06_7","QE_C06_8","QE_C10","QE_C11_1","QE_C11_2","QE_C11_3","QE_C11_4","QE_C11_5","QE_C11_6","QE_C11_7","QE_C11_OTHER","QE_C12_1","QE_C12_2","QE_C12_3","QE_C12_4","QE_C12_5","QE_C12_6","QE_C12_7","QE_C12_OTHER","QE_C12A","QE_C12B","QE_C13","QE_C13_OTHER","QE_C14","QE_C14_OTHER","QE_C15A","QE_C15B","QE_C16A","QE_C16B","QE_C17A","QE_C17A_UNITY","QE_C17B","QE_C17B_UNITY","QE_C18A","QE_C18B","QE_C19","QE_C20A","QE_C20B","QE_C20C","QE_C21","QE_C22","QE_C23","QE_C24","QE_C25","QE_C26","QE_C27_01","QE_C27_02","QE_C27_03","QE_C27_04","QE_C27_05","QE_C27_06","QE_C27_07","QE_C27_08","QE_C27_09","QE_C27_10","QE_C27_11","QE_C27_12","QE_C28","QE_C29","QE_C30","QE_C31","QE_C32_1","QE_C32_2","QE_C32_3","QE_C32_4","QE_C32_5","QE_C32_6","Basicweight"
86,60,2,4,1,2,1,2,6,4,1,10,4," ",38,2050,12,"7h00","12h30","13h50","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",2800000,1," ",300000,888,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,40,0,1,4,0,0,,,0,,,1,1,0,1,20,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,1,1,0,0,,,1,1,0,,,,,,,,,,,,,,,,,,,,," ",,1,1,2050,1,2,"B",,1,,,,,,,6,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,38,4,,,418000,,2,0,240,0,2,1,6,1,2,1,,,,,,,,,,,,,888,1,,888,,,1,1,,,18.0087829787234
86,61,2,4,1,2,2,2,6,4,1,10,555,"Mure",21,300,12,"7h00","12h00","14h00","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",200000,888,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,1,4," ",0,0,,,,0,," ",7," ",1,15,0,0,,,0,,,0,,,0,,,1,2,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,300,1,2,"B",,1,,,,,,,2,,,,1,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,8,4,,,88000,,3,40,180,60,2,1,4,1,1,1,,,,,,,,,,,,,888,1,,111,,,,1,,,18.0087829787234
87,62,2,4,2,2,1,1,3,6,4,1,1," ",22,200,12,"7h20","12h20","14h00","17h00",0,2,,," ",,,,,,,,,,," ",,," ",,,,,1,,,,1,,,,62022,1,,1,1,," ",0,,," ",,888,2," ",0,1," ",1,1,0,4," ",0,0,,,,0,," ",7," ",1,16,0,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,200,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,2,4,,,22000,,3,0,180,0,2,1,7,1,3,1,,,,,,,,,,,,,1,1,,888,1,,1,,,,102.260069686411
88,63,2,4,1,2,1,2,3,6,5,10,4," ",66,2000,12,"7h00","12h20","13h40","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",30000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",6," ",1,24,0,0,,,0,,,0,,,0,,,1,4,0,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,8,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,2000,1,2,"B",,1,,,,,,,6,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,37,4,,,407000,,2,0,240,0,2,1,5,1,2,1,,,,,,,,,,,,,888,1,,888,,,1,,,,12.1381444776119
89,64,2,4,1,2,1,1,3,6,5,1,2," ",31,400,12,"7h00","12h20","13h40","17h00",1,,,1," ",24,1,2,1,0,,,,0,1," ",200000,1," ",53000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,42,0,0,,,0,,,0,,,0,,,1,92,0,1,3,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,400,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,5,4,,,55000,,2,0,120,0,2,1,3,1,1,1,,,,,,,,,,,,,2,1,,888,,,1,,,,15.4509974137931
90,65,2,5,2,2,1,1,3,6,3,1,1," ",14,200,9,"7h00","12h00","14h00","17h00",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,200,1,2,"B",,1,,,,,,,2,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,3,4,,,33000,,2,0,240,0,2,1,6,1,1,2,,,,1,,,,,,,,,888,1,,1,,,1,1,,,124.678725925926
91,66,2,5,2,2,1,1,3,2,4,3,1," ",16,1280,9,"7h20","12h20","14h00","17h00",1,,,1," ",12,0,,1,0,,,,0,1," ",50000,1," ",50000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,4," ",7," ",0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,364,1,2,"AB",1,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,7,4,,,77000,,2,0,120,0,2,1,4,1,1,1,,,,,,,,,,,,,2,1,,888,,,1,1,,,5.83359555555556
99,67,2,5,2,2,1,2,3,6,4,5,1," ",24,835,9,"7h20","17h00","888","888",1,,,6," ",12,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,62016,1,,1,3,4," ",0,,," ",,,1," ",1,1," ",0,,0,1," ",1,0,,,,0,," ",7," ",0,,,0,,,0,,,1,6,0,0,,,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,835,1,1,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,13,4,,,130000,,1,0,60,0,2,1,2,2,1,1,,,,,,,,,,,,,888,555,,888,,,1,1,,,134.667481889764
100,68,2,5,2,2,1,1,6,4,1,16,1," ",21,504,9,"7h20","17h40","888","888",1,,,1," ",12,0,,1,0,,,,0,1," ",217000,1," ",1000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,4," ",7," ",0,,,0,,,0,,,1,7,0,0,,,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,1,1,0,,,,,,,,,,,,,,,,,,,,," ",,1,1,504,1,2,"A",1,,,,,,,,4,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,6,4,,,54000,,2,0,120,0,2,1,2,1,2,1,,,,,,,,,,,,,888,3,,111,,,,1,,,179.081928947368
114,69,2,6,2,2,1,2,6,3,4,3,1," ",20,493,9,"7h20","17h00","888","888",1,,,1," ",24,1,2,1,2,1,60,3,0,1," ",10000,555,"CAG",2000,888,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",1,5,1,0,,,0,,,0,,,0,,,1,151,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,1,,,,,1,,,,,,,,,,,,,,3," ",0,1,1,493,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,6,4,,,60000,,1,0,300,0,2,1,4,1,2,1,,,,,,,,,,,,,888,4,,888,,,1,1,,,109.48854
115,70,2,6,1,2,1,2,6,4,5,11,4," ",52,1900,9,"7h00","12h20","14h00","17h00",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",25000,220,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,0,,,0,,,1,102,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,1,2,0,1,5,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1900,1,1,"A",1,,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,24,4,,,264000,,3,0,240,0,2,1,3,1,3,2,,,1,1,,,,,,,,,888,2,,111,,,1,,,,6.9631550877193
116,71,2,6,2,2,2,2,6,4,2,27,1," ",20,1300,9,"7h00","17h40","888","888",1,,,1," ",24,1,3,1,3,1,60,3,0,1," ",30000,1," ",20000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",1,6,0,0,,,0,,,0,,,0,,,1,1,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,550,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,10,4,,,100000,,2,0,240,0,2,1,5,1,2,2,,,,1,,,,,,,1,,888,3,,888,,,1,1,,,138.22532038835
117,72,2,6,2,2,1,2,4,6,2,11,4," ",50,1417,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,2,3,180,3,0,1," ",100000,1," ",30000,250,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,4,0,0,,,0,,,0,,,0,,,1,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,1,,,,,,,,,,,,,,1," ",1,1,1,1417,1,2,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,21,4,,,210000,,2,0,180,0,2,1,5,1,2,2,,,,1,,,,,,,1,,3,1,,888,,,1,,,,121.078246153846
118,73,2,6,2,2,1,1,4,5,2,2,1," ",40,1901,9,"7h20","17h00","888","888",1,,,1," ",23,1,2,1,1,1,60,2,0,1," ",20000,1," ",20000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,4," ",7," ",1,7,0,0,,,0,,,0,,,1,1,0,1,14,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1000,1,2,"B",,1,,,,,,,5,,1,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,18,4,,,180000,,1,0,180,0,1,1,2,1,3,1,,,,,,,,,,,,,888,1,,888,1,,,,,,164.318615384615
119,74,2,6,1,2,2,2,6,4,4,12,4," ",46,1264,9,"7h20","12h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",32000,250,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,22,1,1,4,0,0,,,0,,,0,,,1,234,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,1,1,0,0,,,1,,,,,,,,,,,,,,,,,,,3," ",1,1,1,1008,1,2,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,13,4,,,143000,,2,0,180,0,2,1,4,1,2,2,,,,1,,,,,,1,1,,3,1,,888,,,1,,1,,26.6755114503817
120,75,2,7,1,2,1,2,4,6,1,5,1," ",32,1264,9,"7h20","17h40","888","888",1,,,1," ",12,1,3,1,1,1,60,3,0,1," ",50000,1," ",2500,250,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,1,0,,,0,," ",3," ",0,,,0,,,0,,,1,4,0,0,,,1,2,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,968,1,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,22,4,,,264000,,2,120,180,90,1,1,4,1,1,2,,,1,1,,,,,,,,,888,2,,888,,,1,1,,,10.14123
121,76,2,7,2,2,1,1,6,4,1,6,1," ",24,663,9,"7h00","17h00","888","888",1,,,5," ",24,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,1,,,82018,1,,1,2,1," ",0,,," ",,,1," ",0,2," ",2,1,0,5," ",0,0,,,,0,," ",2," ",0,,,0,,,0,,,0,,,0,,,1,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,1,,,,,,,,,,,,,,3," ",0,1,1,350,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,6,4,,,66000,,2,0,180,0,2,1,6,1,2,2,,,1,1,,,,,,,,,1,1,,111,1,,,1,1,,90.2549166666667
122,77,2,7,2,2,1,2,6,1,5,13,4," ",24,640,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",100000,1," ",20000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",1," ",1,8,0,0,,,0,,,0,,,0,,,1,210,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,20,1,0,,,0,,,1,2,0,0,,,1,1,1,,,,,,,,,,,,,,1,,,,,1,555,"Nothing",0,1,1,640,1,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,4,4,,,44000,,2,0,180,0,2,1,5,1,2,1,,,,,,,,,,,,,888,1,,888,1,1,,,,,53.5930577507599
123,78,2,7,1,2,2,2,6,4,1,2,4," ",34,780,9,"7h20","17h00","888","888",1,,,1," ",18,0,,1,2,1,60,2,0,1," ",200000,1," ",30000,250,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",1,30,0,0,,,0,,,0,,,0,,,1,82,1,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,4,0,0,,,0,,,,,,,,1,,,,,,,,,,,,,,555,"Not Applicable",1,1,1,780,1,2,"B",,1,,,,,,,5,,,1,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,12,4,,,144000,,2,0,120,0,2,1,3,1,3,1,,,,,,,,,,,,,2,1,,888,,,,1,,,6.04231948051948
124,79,2,7,1,2,1,2,7,2,1,12,4," ",80,2919,9,"7h20","16h40","888","888",1,,,1," ",24,0,,1,1,1,60,3,0,1," ",140000,1," ",60000,250,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",1,25,0,1,8,0,0,,,0,,,0,,,1,7,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,8,0,0,,,0,,,1,8,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,610,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,9,4,,,99000,,2,0,240,0,2,1,5,1,2,1,,,,,,,,,,,,,1,1,,111,,,1,1,,,7.471653
125,80,2,7,2,2,1,1,3,5,3,17,1," ",14,296,9,"7h20","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,296,1,2,"B",,1,,,,,,,2,1,,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,4,4,,,36000,,2,0,180,0,2,1,2,1,1,2,,,,1,,,,,,,,,888,1,,888,,,1,,,,100.539116883117
126,81,2,7,1,2,1,1,6,4,1,4,4," ",47,1467,12,"7h00","12h20","14h00","17h00",1,,,1," ",24,0,,1,1,0,10,1,0,1," ",200000,1," ",30000,269,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",0,,,0,,,1,15,0,1,19,0,1,1,0,1,238,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,1,2,0,1,8,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,770,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,6,4,,,78000,,1,0,120,0,2,1,5,1,2,1,,,,,,,,,,,,,888,2,,888,,,1,1,,,16.0080777777778
127,82,2,8,2,2,2,2,6,4,555,1,2," ",60,1206,11,"7h00","17h00","888","888",1,,,1," ",24,1,3,1,1,1,60,1,0,1," ",2333334,2," ",2333334,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,1,45,0,0,,,1,1,0,1,109,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1206,3,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,17,4,,,153000,,1,0,888,0,2,1,5,1,3,2,,,1,1,,,,,,,,,888,4,,555,,,1,,,,60.01412
128,83,2,8,1,2,1,2,4,6,1,7,1," ",24,987,12,"7h20","12h20","14h00","17h00",1,,,1," ",12,0,,1,1,2,120,3,0,1," ",99935,1," ",10000,200,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",1,11,0,0,,,0,,,0,,,0,,,1,187,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,987,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,12,4,,,132000,,2,0,888,0,2,1,6,1,3,1,,,,,,,,,,,,,888,1,,888,1,1,1,,,,4.83481479713604
129,84,2,8,2,2,2,2,6,4,555,6,2," ",42,1426,9,"7h00","17h00","888","888",1,,,5," ",24,1,3,0,,,,,1,," ",,," ",,,,,,,1,1,,,,1,92021,0,32022,,3,1," ",0,,," ",,,5," ",0,5," ",,,0,5," ",1,0,,,,0,," ",6," ",1,1,0,0,,,0,,,0,,,0,,,1,3,0,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1426,1,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,22,4,,,242000,,1,0,180,0,1,1,5,1,2,1,,,,,,,,,,,,,1,1,,888,1,,1,,,,72.9900818181818
130,85,2,8,1,2,1,2,6,4,1,9,1," ",16,537,9,"7h20","12h20","14h00","17h00",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,537,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,6,4,,,72000,,3,0,240,0,2,1,4,1,3,1,,,,,,,,,,,,,888,555,,888,,,,,1,,9.81552
131,86,2,8,2,2,1,1,6,4,1,1,2," ",33,1035,12,"7h00","12h00","14h00","17h00",0,4,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,2,1035,1,2,"A",1,,,,,,,,5,,1,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,26,4,,,260000,,3,60,120,60,1,1,1,1,2,1,,,,,,,,,,,,,1,1,,111,,,1,,,,82.8797946428571
132,87,2,8,2,2,1,2,3,6,555,9,4," ",33,986,9,"7h20","17h00","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,986,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,14,4,,,154000,,1,0,360,0,1,1,4,1,2,1,,,,,,,,,,,,,888,4,,888,,,,1,,,95.6783076923077
134,88,2,8,1,2,1,2,4,5,3,1,4," ",37,1024,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,3,1,60,2,0,2," ",200000,1," ",40000,250,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,2,0,0,,,1,7,0,0,,,0,,,1,3,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1024,1,2,"B",,1,,,,,,,4,,,1,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,6,4,,,72000,,3,0,360,0,2,1,9,1,2,2,,,1,1,,,,,,,,,888,1,,888,,,,1,1,,5.43553831877729
137,89,3,1,1,2,1,2,6,4,555,11,4," ",51,1613,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,2," ",270000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,4," ",0,0,,,,0,," ",7," ",1,22,0,0,,,0,,,0,,,0,,,1,104,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,15,0,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1613,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,13,4,,,130000,,2,0,360,0,2,1,6,1,2,1,,,,,,,,,,,,,2,1,,888,1,1,,1,,,23.9924330935252
143,90,3,1,2,2,1,1,6,3,5,7,4," ",57,1230,10,"7h00","17h00","888","888",1,,,1," ",23,0,,1,0,,,,0,1," ",100000,2," ",125000,284,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,12,0,0,,,0,,,0,,,0,,,1,53,0,1,2,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,10,0,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1230,1,2,"B",,1,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,16,4,,,160000,,2,0,240,0,2,1,6,1,2,1,,,,,,,,,,,,,2,1,,888,1,1,1,1,1,,129.616023809524
145,91,3,1,2,2,1,1,6,2,2,3,1," ",13,517,9,"7h20","17h00","888","888",1,,,1," ",22,0,,1,2,3,180,1,0,1," ",10000,5," ",30000,277,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",1,10,0,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,130,1,2,"B",,1,,,,,,,2,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,2,4,,,22000,,2,0,180,0,2,1,6,1,2,1,,,,,,,,,,,,,888,1,,888,1,1,1,1,,,143.114677419355
