"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_B01","CO_B02","CO_B03","CO_B05","CO_B06","CO_B07","CO_B07B","CO_B07_OTHER","Basicweight"
199,174,4,1,2,1,1,3,"13:30","06/06/2022",2,49,4,999,,185.23665
199,174,4,1,2,1,1,1,"13:28","06/06/2022",1,34,1,999,,185.23665
199,174,4,1,2,1,1,4,"13:31","06/06/2022",2,50,2,999,,185.23665
199,174,4,1,2,1,1,5,"13:32","06/06/2022",1,33,555,999,4,185.23665
199,174,4,1,2,1,1,2,"13:29","06/06/2022",1,48,3,999,,185.23665
200,175,4,1,2,1,1,4,"13:58","07/06/2022",2,32,555,999,5,76.3218756302521
200,175,4,1,2,1,1,2,"13:53","07/06/2022",2,40,2,999,,76.3218756302521
200,175,4,1,2,1,1,1,"13:52","07/06/2022",1,68,1,999,,76.3218756302521
200,175,4,1,2,1,1,3,"13:54","07/06/2022",2,42,11,999,,76.3218756302521
201,176,4,1,2,1,1,1,"13:09","06/06/2022",1,32,1,999,,65.0943448275862
201,176,4,1,2,1,1,3,"13:11","06/06/2022",1,41,9,999,,65.0943448275862
201,176,4,1,2,1,1,4,"13:14","06/06/2022",2,20,7,999,,65.0943448275862
201,176,4,1,2,1,1,5,"13:14","06/06/2022",1,26,4,999,,65.0943448275862
201,176,4,1,2,1,1,2,"13:10","06/06/2022",2,33,11,999,,65.0943448275862
202,177,4,1,1,1,1,2,"15:25","07/06/2022",1,55,1,999,,9.64490152671756
202,177,4,1,1,1,1,1,"15:25","07/06/2022",1,29,3,999,,9.64490152671756
203,178,4,1,2,1,1,3,"15:01","07/06/2022",1,58,5,999,,116.712714285714
203,178,4,1,2,1,1,1,"14:59","07/06/2022",1,42,1,999,,116.712714285714
203,178,4,1,2,1,1,5,"15:02","07/06/2022",2,30,7,999,,116.712714285714
203,178,4,1,2,1,1,4,"15:02","07/06/2022",2,32,6,999,,116.712714285714
203,178,4,1,2,1,1,7,"15:05","07/06/2022",1,46,2,999,,116.712714285714
203,178,4,1,2,1,1,6,"15:04","07/06/2022",2,32,9,999,,116.712714285714
203,178,4,1,2,1,1,2,"15:00","07/06/2022",1,39,3,999,,116.712714285714
204,179,4,2,2,1,1,5,"16:43","20/06/2022",1,41,11,999,,88.2872234042553
204,179,4,2,2,1,1,2,"16:39","20/06/2022",1,47,3,999,,88.2872234042553
204,179,4,2,2,1,1,3,"16:40","20/06/2022",1,42,5,999,,88.2872234042553
204,179,4,2,2,1,1,4,"16:42","20/06/2022",2,31,4,999,,88.2872234042553
204,179,4,2,2,1,1,1,"16:38","20/06/2022",1,53,1,999,,88.2872234042553
205,180,4,2,2,1,1,1,"10:34","20/06/2022",1,54,1,999,,182.426832
205,180,4,2,2,1,1,2,"10:35","20/06/2022",1,44,3,999,,182.426832
205,180,4,2,2,1,1,4,"10:36","20/06/2022",2,35,2,999,,182.426832
205,180,4,2,2,1,1,6,"10:38","20/06/2022",1,30,7,999,,182.426832
205,180,4,2,2,1,1,3,"10:35","20/06/2022",1,53,4,999,,182.426832
205,180,4,2,2,1,1,5,"10:37","20/06/2022",1,39,11,999,,182.426832
206,181,4,2,2,1,1,2,"17:02","21/06/2022",1,31,3,999,,139.53121875
206,181,4,2,2,1,1,1,"17:00","21/06/2022",1,47,1,999,,139.53121875
206,181,4,2,2,1,1,4,"17:03","21/06/2022",2,25,2,999,,139.53121875
206,181,4,2,2,1,1,3,"17:03","21/06/2022",2,29,4,999,,139.53121875
206,181,4,2,2,1,1,5,"17:04","21/06/2022",1,52,9,999,,139.53121875
206,181,4,2,2,1,1,6,"17:06","21/06/2022",1,26,8,999,,139.53121875
207,182,4,2,2,1,1,4,"12:34","21/06/2022",2,30,2,999,,151.801378881988
207,182,4,2,2,1,1,3,"12:33","21/06/2022",1,65,5,999,,151.801378881988
207,182,4,2,2,1,1,2,"12:32","21/06/2022",1,37,3,999,,151.801378881988
207,182,4,2,2,1,1,1,"12:31","21/06/2022",1,37,1,999,,151.801378881988
207,182,4,2,2,1,1,6,"12:35","21/06/2022",1,25,7,999,,151.801378881988
207,182,4,2,2,1,1,5,"12:35","21/06/2022",2,27,4,999,,151.801378881988
208,183,4,2,1,1,1,2,"13:02","13/06/2022",1,35,3,7,,11.9892
208,183,4,2,1,1,1,3,"13:03","13/06/2022",1,32,5,999,,11.9892
208,183,4,2,1,1,1,5,"13:05","13/06/2022",2,49,11,8,,11.9892
208,183,4,2,1,1,1,1,"12:59","13/06/2022",1,47,1,999,,11.9892
208,183,4,2,1,1,1,4,"13:04","13/06/2022",2,38,4,999,,11.9892
208,183,4,2,1,1,1,7,"13:08","13/06/2022",1,79,8,999,,11.9892
208,183,4,2,1,1,1,6,"13:07","13/06/2022",1,30,7,999,,11.9892
209,184,4,3,1,1,1,2,"12:04","17/06/2022",1,41,1,555,18,6.75759981412639
209,184,4,3,1,1,1,4,"12:05","17/06/2022",1,59,555,999,18,6.75759981412639
209,184,4,3,1,1,1,1,"12:03","17/06/2022",2,36,4,999,,6.75759981412639
209,184,4,3,1,1,1,5,"12:06","17/06/2022",2,30,2,999,,6.75759981412639
209,184,4,3,1,1,1,3,"12:04","17/06/2022",1,37,3,999,,6.75759981412639
210,185,4,3,2,1,1,2,"14:50","14/06/2022",2,26,4,2,,52.2024086021505
210,185,4,3,2,1,1,4,"14:52","14/06/2022",2,34,555,999,11,52.2024086021505
210,185,4,3,2,1,1,3,"14:51","14/06/2022",2,39,2,999,,52.2024086021505
210,185,4,3,2,1,1,6,"14:54","14/06/2022",2,39,555,999,9,52.2024086021505
210,185,4,3,2,1,1,1,"14:49","14/06/2022",1,58,1,999,,52.2024086021505
210,185,4,3,2,1,1,5,"14:52","14/06/2022",1,35,3,999,,52.2024086021505
211,186,4,3,1,1,1,2,"13:30","22/06/2022",2,47,555,999,12,15.0635503571429
211,186,4,3,1,1,1,5,"13:32","22/06/2022",1,49,3,999,,15.0635503571429
211,186,4,3,1,1,1,4,"13:31","22/06/2022",1,39,5,999,,15.0635503571429
211,186,4,3,1,1,1,1,"13:29","22/06/2022",1,57,1,999,,15.0635503571429
211,186,4,3,1,1,1,3,"13:30","22/06/2022",2,32,4,999,,15.0635503571429
212,187,4,3,1,1,1,2,"09:04","22/06/2022",1,50,3,999,,6.1324285046729
212,187,4,3,1,1,1,1,"09:04","22/06/2022",2,42,1,999,,6.1324285046729
212,187,4,3,1,1,1,3,"09:05","22/06/2022",1,43,555,999,6,6.1324285046729
212,187,4,3,1,1,1,4,"09:06","22/06/2022",2,42,2,8,,6.1324285046729
213,188,4,3,2,1,1,3,"11:39","16/06/2022",1,35,2,999,,80.2201796407186
213,188,4,3,2,1,1,2,"11:39","16/06/2022",1,32,555,999,13,80.2201796407186
213,188,4,3,2,1,1,4,"11:40","16/06/2022",1,37,3,999,,80.2201796407186
213,188,4,3,2,1,1,1,"11:38","16/06/2022",1,43,1,999,,80.2201796407186
213,188,4,3,2,1,1,5,"11:41","16/06/2022",1,25,7,999,,80.2201796407186
214,189,4,3,1,1,1,4,"13:41","15/06/2022",2,40,555,999,1,12.1581888235294
214,189,4,3,1,1,1,3,"13:40","15/06/2022",1,41,3,999,,12.1581888235294
214,189,4,3,1,1,1,1,"13:37","15/06/2022",1,40,1,999,,12.1581888235294
214,189,4,3,1,1,1,2,"13:39","15/06/2022",1,53,2,999,,12.1581888235294
215,190,4,3,1,1,1,1,"15:24","16/06/2022",2,52,1,999,,5.1521799689441
215,190,4,3,1,1,1,3,"15:26","16/06/2022",2,40,6,999,,5.1521799689441
215,190,4,3,1,1,1,6,"15:28","16/06/2022",1,46,3,999,,5.1521799689441
215,190,4,3,1,1,1,2,"15:24","16/06/2022",1,31,555,999,7,5.1521799689441
215,190,4,3,1,1,1,5,"15:27","16/06/2022",2,31,2,999,,5.1521799689441
215,190,4,3,1,1,1,4,"15:26","16/06/2022",2,60,6,999,,5.1521799689441
216,191,4,3,1,1,1,3,"16:07","21/06/2022",2,50,11,999,,10.5304336363636
216,191,4,3,1,1,1,2,"16:05","21/06/2022",1,60,3,999,,10.5304336363636
216,191,4,3,1,1,1,1,"16:05","21/06/2022",1,56,1,999,,10.5304336363636
216,191,4,3,1,1,1,4,"16:07","21/06/2022",2,30,555,999,10,10.5304336363636
217,192,4,3,1,1,1,1,"16:57","17/06/2022",2,62,1,999,,5.16715702479339
217,192,4,3,1,1,1,5,"17:04","17/06/2022",2,50,2,999,,5.16715702479339
217,192,4,3,1,1,1,4,"17:01","17/06/2022",1,55,4,999,,5.16715702479339
217,192,4,3,1,1,1,3,"17:00","17/06/2022",1,57,555,999,8,5.16715702479339
217,192,4,3,1,1,1,2,"16:59","17/06/2022",1,55,3,999,,5.16715702479339
218,193,4,3,1,1,1,1,"10:30","22/06/2022",1,52,1,999,,12.095536
218,193,4,3,1,1,1,3,"10:32","22/06/2022",1,48,555,999,1,12.095536
218,193,4,3,1,1,1,2,"10:31","22/06/2022",1,73,11,999,,12.095536
219,194,4,3,2,1,1,3,"12:21","20/06/2022",2,35,4,999,,151.93865060241
219,194,4,3,2,1,1,1,"12:19","20/06/2022",1,34,555,999,1,151.93865060241
219,194,4,3,2,1,1,4,"12:22","20/06/2022",2,41,2,999,,151.93865060241
219,194,4,3,2,1,1,2,"12:20","20/06/2022",1,58,3,999,,151.93865060241
220,195,4,3,1,1,1,2,"09:53","19/06/2022",1,33,1,999,,7.68185333333333
220,195,4,3,1,1,1,1,"09:52","19/06/2022",1,41,3,555,16,7.68185333333333
220,195,4,3,1,1,1,3,"09:54","19/06/2022",2,45,4,999,,7.68185333333333
220,195,4,3,1,1,1,4,"09:56","19/06/2022",1,37,555,999,18,7.68185333333333
221,196,4,3,1,1,1,4,"15:30","15/06/2022",2,31,2,999,,15.9206272727273
221,196,4,3,1,1,1,5,"15:30","15/06/2022",2,26,4,999,,15.9206272727273
221,196,4,3,1,1,1,1,"15:28","15/06/2022",1,42,1,555,15,15.9206272727273
221,196,4,3,1,1,1,2,"15:28","15/06/2022",1,36,5,999,,15.9206272727273
221,196,4,3,1,1,1,3,"15:29","15/06/2022",1,49,3,999,,15.9206272727273
222,197,4,3,2,1,1,1,"10:39","21/06/2022",1,41,1,999,,102.326509433962
222,197,4,3,2,1,1,2,"10:40","21/06/2022",1,38,3,999,,102.326509433962
222,197,4,3,2,1,1,3,"10:43","21/06/2022",1,54,5,999,,102.326509433962
222,197,4,3,2,1,1,4,"10:43","21/06/2022",1,31,2,999,,102.326509433962
223,198,4,4,2,1,1,3,"11:12","13/06/2022",1,46,1,999,,325.358129032258
223,198,4,4,2,1,1,2,"11:11","13/06/2022",2,28,5,999,,325.358129032258
223,198,4,4,2,1,1,5,"11:21","13/06/2022",1,31,3,999,,325.358129032258
223,198,4,4,2,1,1,4,"11:13","13/06/2022",2,45,6,999,,325.358129032258
223,198,4,4,2,1,1,1,"11:10","13/06/2022",2,25,7,999,,325.358129032258
224,199,4,4,1,1,1,4,"18:05","13/06/2022",1,58,555,999,9,10.216724137931
224,199,4,4,1,1,1,1,"18:03","13/06/2022",1,33,1,999,,10.216724137931
224,199,4,4,1,1,1,2,"18:04","13/06/2022",2,43,4,999,,10.216724137931
224,199,4,4,1,1,1,5,"18:06","13/06/2022",1,37,555,999,9,10.216724137931
224,199,4,4,1,1,1,3,"18:04","13/06/2022",1,37,3,999,,10.216724137931
225,200,4,4,2,1,1,3,"12:13","14/06/2022",1,29,3,999,,90.7926956521739
225,200,4,4,2,1,1,4,"12:13","14/06/2022",2,22,4,999,,90.7926956521739
225,200,4,4,2,1,1,5,"12:14","14/06/2022",2,30,2,999,,90.7926956521739
225,200,4,4,2,1,1,1,"12:11","14/06/2022",1,30,555,999,5,90.7926956521739
225,200,4,4,2,1,1,2,"12:12","14/06/2022",1,40,1,999,,90.7926956521739
226,201,4,4,2,1,1,6,"07:44","23/06/2022",2,42,11,999,,129.102220588235
226,201,4,4,2,1,1,1,"07:39","23/06/2022",1,33,1,999,,129.102220588235
226,201,4,4,2,1,1,2,"07:40","23/06/2022",1,38,3,999,,129.102220588235
226,201,4,4,2,1,1,4,"07:42","23/06/2022",2,27,5,999,,129.102220588235
226,201,4,4,2,1,1,5,"07:43","23/06/2022",1,35,4,999,,129.102220588235
226,201,4,4,2,1,1,3,"07:41","23/06/2022",2,45,2,999,,129.102220588235
227,202,4,4,2,1,1,2,"11:14","22/06/2022",1,36,3,999,,81.5528605263158
227,202,4,4,2,1,1,4,"11:16","22/06/2022",1,52,5,999,,81.5528605263158
227,202,4,4,2,1,1,3,"11:15","22/06/2022",2,35,4,999,,81.5528605263158
227,202,4,4,2,1,1,1,"11:13","22/06/2022",1,41,1,999,,81.5528605263158
228,203,4,4,2,1,1,3,"12:39","23/06/2022",1,31,3,999,,119.497333333333
228,203,4,4,2,1,1,6,"12:42","23/06/2022",2,34,11,999,,119.497333333333
228,203,4,4,2,1,1,1,"12:38","23/06/2022",1,42,1,999,,119.497333333333
228,203,4,4,2,1,1,5,"12:41","23/06/2022",1,34,7,999,,119.497333333333
228,203,4,4,2,1,1,2,"12:39","23/06/2022",2,24,2,999,,119.497333333333
228,203,4,4,2,1,1,4,"12:40","23/06/2022",2,38,4,999,,119.497333333333
229,204,4,5,1,1,1,4,"14:48","14/06/2022",1,37,4,999,,8.65588105263158
229,204,4,5,1,1,1,2,"14:46","14/06/2022",1,28,3,999,,8.65588105263158
229,204,4,5,1,1,1,3,"14:47","14/06/2022",2,49,2,999,,8.65588105263158
229,204,4,5,1,1,1,1,"14:45","14/06/2022",2,36,1,999,,8.65588105263158
231,205,4,5,2,1,1,3,"12:04","18/06/2022",1,35,4,999,,73.3824504504504
231,205,4,5,2,1,1,4,"12:06","18/06/2022",1,49,11,999,,73.3824504504504
231,205,4,5,2,1,1,2,"12:04","18/06/2022",1,53,3,999,,73.3824504504504
231,205,4,5,2,1,1,1,"12:03","18/06/2022",1,45,1,2,,73.3824504504504
234,206,4,5,2,1,1,4,"16:36","17/06/2022",2,40,2,999,,76.9769217391304
234,206,4,5,2,1,1,1,"16:33","17/06/2022",1,34,1,999,,76.9769217391304
234,206,4,5,2,1,1,6,"16:38","17/06/2022",1,27,7,999,,76.9769217391304
234,206,4,5,2,1,1,3,"16:35","17/06/2022",2,34,4,999,,76.9769217391304
234,206,4,5,2,1,1,2,"16:34","17/06/2022",1,55,3,999,,76.9769217391304
234,206,4,5,2,1,1,5,"16:37","17/06/2022",2,54,11,999,,76.9769217391304
235,207,4,5,2,1,1,3,"15:11","15/06/2022",2,43,4,999,,190.598447368421
235,207,4,5,2,1,1,1,"15:06","15/06/2022",1,43,1,999,,190.598447368421
235,207,4,5,2,1,1,5,"15:14","15/06/2022",2,33,6,999,,190.598447368421
235,207,4,5,2,1,1,4,"15:12","15/06/2022",1,35,6,999,,190.598447368421
235,207,4,5,2,1,1,6,"15:15","15/06/2022",1,40,7,999,,190.598447368421
235,207,4,5,2,1,1,2,"15:10","15/06/2022",1,37,3,999,,190.598447368421
236,208,4,5,2,1,1,6,"11:40","17/06/2022",1,38,11,8,,93.4768661971831
236,208,4,5,2,1,1,5,"11:39","17/06/2022",1,36,6,999,,93.4768661971831
236,208,4,5,2,1,1,1,"11:07","17/06/2022",1,43,1,999,,93.4768661971831
236,208,4,5,2,1,1,2,"11:09","17/06/2022",1,45,3,999,,93.4768661971831
236,208,4,5,2,1,1,4,"11:38","17/06/2022",2,51,11,999,,93.4768661971831
236,208,4,5,2,1,1,3,"11:37","17/06/2022",1,40,4,999,,93.4768661971831
237,209,5,1,2,1,1,5,"10:27","07/06/2022",1,38,10,999,,75.9446417910448
237,209,5,1,2,1,1,7,"10:28","07/06/2022",2,35,9,999,,75.9446417910448
237,209,5,1,2,1,1,10,"10:31","07/06/2022",1,41,7,999,,75.9446417910448
237,209,5,1,2,1,1,8,"10:29","07/06/2022",2,42,11,999,,75.9446417910448
237,209,5,1,2,1,1,6,"10:27","07/06/2022",1,29,1,999,,75.9446417910448
237,209,5,1,2,1,1,9,"10:30","07/06/2022",1,34,9,999,,75.9446417910448
237,209,5,1,2,1,1,4,"10:26","07/06/2022",1,44,9,999,,75.9446417910448
237,209,5,1,2,1,1,2,"10:24","07/06/2022",1,60,5,999,,75.9446417910448
237,209,5,1,2,1,1,1,"10:23","07/06/2022",2,35,2,999,,75.9446417910448
237,209,5,1,2,1,1,3,"10:25","07/06/2022",1,52,4,999,,75.9446417910448
238,210,5,1,1,1,1,2,"12:58","06/06/2022",1,48,2,999,,20.0439647058824
238,210,5,1,1,1,1,1,"12:56","06/06/2022",1,32,3,999,,20.0439647058824
239,211,5,1,1,1,1,3,"15:13","07/06/2022",1,37,4,999,,4.94822621359223
239,211,5,1,1,1,1,2,"15:12","07/06/2022",2,48,11,999,,4.94822621359223
239,211,5,1,1,1,1,1,"15:11","07/06/2022",1,45,1,10,,4.94822621359223
240,212,5,1,1,1,1,2,"14:06","06/06/2022",1,42,10,555,5,14.4773126760563
240,212,5,1,1,1,1,3,"14:07","06/06/2022",1,53,2,999,,14.4773126760563
240,212,5,1,1,1,1,1,"14:04","06/06/2022",2,40,4,999,,14.4773126760563
241,213,5,1,2,1,1,6,"10:53","06/06/2022",1,46,9,1,,119.70275862069
241,213,5,1,2,1,1,1,"10:46","06/06/2022",1,40,11,1,,119.70275862069
241,213,5,1,2,1,1,7,"10:54","06/06/2022",2,42,5,1,,119.70275862069
241,213,5,1,2,1,1,3,"10:48","06/06/2022",1,30,8,1,,119.70275862069
241,213,5,1,2,1,1,4,"10:51","06/06/2022",2,57,3,1,,119.70275862069
241,213,5,1,2,1,1,2,"10:47","06/06/2022",2,33,2,1,,119.70275862069
241,213,5,1,2,1,1,5,"10:52","06/06/2022",2,62,6,1,,119.70275862069
241,213,5,1,2,1,1,8,"10:56","06/06/2022",2,35,1,2,,119.70275862069
242,214,5,1,2,1,1,1,"10:29","07/06/2022",1,40,1,999,,110.882382978723
242,214,5,1,2,1,1,2,"10:30","07/06/2022",1,25,3,999,,110.882382978723
242,214,5,1,2,1,1,3,"10:31","07/06/2022",1,27,7,999,,110.882382978723
243,215,5,2,2,1,1,4,"12:55","18/06/2022",1,40,3,7,,119.53393373494
243,215,5,2,2,1,1,5,"12:57","18/06/2022",1,29,9,3,,119.53393373494
243,215,5,2,2,1,1,2,"12:53","18/06/2022",1,40,11,2,,119.53393373494
243,215,5,2,2,1,1,3,"12:54","18/06/2022",2,53,5,6,,119.53393373494
243,215,5,2,2,1,1,1,"12:53","18/06/2022",2,41,2,8,,119.53393373494
244,216,5,2,2,1,1,4,"13:10","16/06/2022",1,36,1,8,,50.6682119205298
244,216,5,2,2,1,1,2,"13:08","16/06/2022",1,58,5,999,,50.6682119205298
244,216,5,2,2,1,1,1,"13:08","16/06/2022",1,36,3,7,,50.6682119205298
244,216,5,2,2,1,1,3,"13:10","16/06/2022",1,52,5,1,,50.6682119205298
245,217,5,2,1,1,1,3,"14:58","19/06/2022",1,47,4,999,,15.1000164383562
245,217,5,2,1,1,1,1,"14:56","19/06/2022",2,38,1,999,,15.1000164383562
245,217,5,2,1,1,1,4,"15:02","19/06/2022",2,40,9,999,,15.1000164383562
245,217,5,2,1,1,1,2,"14:57","19/06/2022",1,55,3,999,,15.1000164383562
245,217,5,2,1,1,1,5,"15:03","19/06/2022",1,37,5,999,,15.1000164383562
246,218,5,2,2,1,1,3,"13:55","15/06/2022",1,47,3,999,,235.364968421053
246,218,5,2,2,1,1,5,"13:57","15/06/2022",1,29,5,9,,235.364968421053
246,218,5,2,2,1,1,2,"13:55","15/06/2022",2,50,6,999,,235.364968421053
246,218,5,2,2,1,1,4,"13:56","15/06/2022",1,55,5,999,,235.364968421053
246,218,5,2,2,1,1,1,"13:54","15/06/2022",2,45,11,8,,235.364968421053
247,219,5,2,1,1,1,1,"11:00","14/06/2022",2,32,1,3,,5.48210979228487
247,219,5,2,1,1,1,4,"11:04","14/06/2022",1,58,5,2,,5.48210979228487
247,219,5,2,1,1,1,5,"11:04","14/06/2022",1,57,4,8,,5.48210979228487
247,219,5,2,1,1,1,3,"11:03","14/06/2022",2,48,5,3,,5.48210979228487
247,219,5,2,1,1,1,2,"11:01","14/06/2022",1,63,11,4,,5.48210979228487
248,220,5,2,2,1,1,3,"09:31","15/06/2022",2,40,4,3,,117.7655625
248,220,5,2,2,1,1,5,"09:33","15/06/2022",1,31,7,3,,117.7655625
248,220,5,2,2,1,1,1,"09:30","15/06/2022",1,29,1,999,,117.7655625
248,220,5,2,2,1,1,4,"09:32","15/06/2022",1,29,3,999,,117.7655625
248,220,5,2,2,1,1,2,"09:31","15/06/2022",2,52,2,999,,117.7655625
249,221,5,2,1,1,1,2,"16:56","18/06/2022",1,48,5,4,,8.0922816
249,221,5,2,1,1,1,3,"16:57","18/06/2022",1,53,5,6,,8.0922816
249,221,5,2,1,1,1,1,"16:55","18/06/2022",1,54,1,999,,8.0922816
250,222,5,2,2,1,1,1,"15:00","17/06/2022",1,47,1,999,,61.0949142857143
250,222,5,2,2,1,1,5,"15:05","17/06/2022",1,29,7,999,,61.0949142857143
250,222,5,2,2,1,1,2,"15:01","17/06/2022",2,28,2,999,,61.0949142857143
250,222,5,2,2,1,1,4,"15:03","17/06/2022",1,39,3,999,,61.0949142857143
250,222,5,2,2,1,1,3,"15:02","17/06/2022",1,58,4,999,,61.0949142857143
251,223,5,2,1,1,1,1,"11:03","17/06/2022",2,79,5,3,,8.45871833333333
251,223,5,2,1,1,1,2,"11:04","17/06/2022",2,49,9,1,,8.45871833333333
251,223,5,2,1,1,1,3,"11:05","17/06/2022",1,52,9,7,,8.45871833333333
251,223,5,2,1,1,1,4,"11:06","17/06/2022",2,50,2,1,,8.45871833333333
252,224,5,2,1,1,1,1,"12:02","13/06/2022",1,62,5,4,,8.83617364864865
252,224,5,2,1,1,1,4,"12:05","13/06/2022",1,52,4,999,,8.83617364864865
252,224,5,2,1,1,1,3,"12:04","13/06/2022",1,48,1,999,,8.83617364864865
252,224,5,2,1,1,1,7,"12:07","13/06/2022",2,37,5,999,,8.83617364864865
252,224,5,2,1,1,1,6,"12:06","13/06/2022",1,41,5,9,,8.83617364864865
252,224,5,2,1,1,1,2,"12:03","13/06/2022",2,36,9,3,,8.83617364864865
252,224,5,2,1,1,1,5,"12:06","13/06/2022",1,57,11,999,,8.83617364864865
255,225,5,3,2,1,1,2,"09:19","15/06/2022",1,55,11,555,9,5.61932387096774
255,225,5,3,2,1,1,1,"09:18","15/06/2022",1,59,1,999,,5.61932387096774
255,225,5,3,2,1,1,3,"09:21","15/06/2022",2,40,555,7,7,5.61932387096774
256,226,5,3,2,1,1,1,"14:40","15/06/2022",1,44,1,999,,6.850405
256,226,5,3,2,1,1,2,"14:42","15/06/2022",2,38,2,999,,6.850405
256,226,5,3,2,1,1,3,"14:44","15/06/2022",1,28,3,999,,6.850405
257,227,5,3,2,1,3,3,"17:15","15/06/2022",2,46,4,1,,10.336208
257,227,5,3,2,1,3,1,"17:12","15/06/2022",2,51,1,3,,10.336208
257,227,5,3,2,1,3,2,"17:12","15/06/2022",2,45,2,1,,10.336208
258,228,5,3,2,1,1,3,"08:48","17/06/2022",1,43,3,999,,137.657460869565
258,228,5,3,2,1,1,4,"08:51","17/06/2022",1,53,555,999,15,137.657460869565
258,228,5,3,2,1,1,5,"08:53","17/06/2022",1,36,555,999,6,137.657460869565
258,228,5,3,2,1,1,2,"08:47","17/06/2022",1,41,11,999,,137.657460869565
258,228,5,3,2,1,1,1,"08:46","17/06/2022",1,55,1,999,,137.657460869565
259,229,5,3,2,1,2,2,"13:13","16/06/2022",1,33,3,999,,8.26972446043165
259,229,5,3,2,1,2,3,"13:15","16/06/2022",1,40,555,4,11,8.26972446043165
259,229,5,3,2,1,2,1,"13:12","16/06/2022",1,36,1,999,,8.26972446043165
260,230,5,3,2,1,1,4,"09:49","16/06/2022",1,28,1,999,,5.48211779359431
260,230,5,3,2,1,1,1,"09:46","16/06/2022",2,38,2,999,,5.48211779359431
260,230,5,3,2,1,1,3,"09:48","16/06/2022",1,59,11,999,,5.48211779359431
260,230,5,3,2,1,1,2,"09:47","16/06/2022",1,32,3,999,,5.48211779359431
261,231,5,3,2,1,2,2,"18:37","18/06/2022",2,39,2,999,,1.95926893617021
261,231,5,3,2,1,2,3,"18:39","18/06/2022",2,32,4,999,,1.95926893617021
261,231,5,3,2,1,2,1,"18:36","18/06/2022",1,47,1,999,,1.95926893617021
262,232,5,3,2,1,1,1,"18:08","13/06/2022",1,51,1,999,,7.84644511904762
262,232,5,3,2,1,1,2,"18:10","13/06/2022",1,42,2,7,,7.84644511904762
262,232,5,3,2,1,1,3,"18:12","13/06/2022",2,37,4,999,,7.84644511904762
263,233,5,3,2,1,1,3,"12:39","13/06/2022",1,29,3,999,,13.49487
263,233,5,3,2,1,1,1,"12:37","13/06/2022",1,62,1,999,,13.49487
263,233,5,3,2,1,1,2,"12:38","13/06/2022",2,35,2,7,,13.49487
264,234,5,3,1,1,3,2,"14:31","17/06/2022",2,49,2,999,,12.3318692307692
264,234,5,3,1,1,3,1,"14:30","17/06/2022",1,38,3,999,,12.3318692307692
265,235,5,3,2,1,2,2,"10:54","17/06/2022",2,54,555,7,12,90.9270416666667
265,235,5,3,2,1,2,1,"10:52","17/06/2022",1,46,1,8,,90.9270416666667
266,236,5,3,2,1,1,2,"10:08","18/06/2022",1,53,3,999,,115.230054545455
266,236,5,3,2,1,1,1,"10:06","18/06/2022",1,35,1,8,,115.230054545455
267,237,5,3,1,1,1,3,"12:39","14/06/2022",1,54,2,999,,31.9791152777778
267,237,5,3,1,1,1,1,"12:32","14/06/2022",1,64,1,999,,31.9791152777778
267,237,5,3,1,1,1,2,"12:35","14/06/2022",2,28,4,999,,31.9791152777778
268,238,5,3,1,1,2,3,"14:51","14/06/2022",2,42,2,555,12,6.19307276595745
268,238,5,3,1,1,2,4,"14:53","14/06/2022",1,38,3,555,9,6.19307276595745
268,238,5,3,1,1,2,1,"14:45","14/06/2022",1,56,1,999,,6.19307276595745
268,238,5,3,1,1,2,2,"14:46","14/06/2022",1,56,555,7,20,6.19307276595745
269,239,5,3,2,1,1,2,"11:04","19/06/2022",2,38,4,999,,7.10105867403315
269,239,5,3,2,1,1,3,"11:05","19/06/2022",2,37,2,999,,7.10105867403315
269,239,5,3,2,1,1,4,"11:06","19/06/2022",1,39,555,999,5,7.10105867403315
269,239,5,3,2,1,1,1,"11:03","19/06/2022",1,45,1,999,,7.10105867403315
270,240,5,3,2,1,2,1,"14:52","20/06/2022",1,39,1,555,17,10.5218458333333
270,240,5,3,2,1,2,3,"14:58","20/06/2022",2,62,2,999,,10.5218458333333
270,240,5,3,2,1,2,2,"14:53","20/06/2022",1,51,555,2,17,10.5218458333333
271,241,5,3,2,1,1,3,"08:57","20/06/2022",1,54,3,999,,61.146402640264
271,241,5,3,2,1,1,2,"08:56","20/06/2022",1,52,4,999,,61.146402640264
271,241,5,3,2,1,1,1,"08:50","20/06/2022",1,46,1,999,,61.146402640264
280,242,5,4,2,1,1,4,"11:33","16/06/2022",2,24,2,999,,83.807
280,242,5,4,2,1,1,2,"11:26","16/06/2022",1,42,3,999,,83.807
280,242,5,4,2,1,1,3,"11:27","16/06/2022",1,47,2,999,,83.807
280,242,5,4,2,1,1,1,"11:25","16/06/2022",1,42,1,999,,83.807
281,243,5,4,1,1,1,2,"16:22","15/06/2022",1,39,3,999,,9.17697944785276
281,243,5,4,1,1,1,1,"16:20","15/06/2022",1,42,1,999,,9.17697944785276
281,243,5,4,1,1,1,3,"16:22","15/06/2022",1,64,2,999,,9.17697944785276
282,244,5,4,1,1,1,3,"09:34","14/06/2022",1,39,4,999,,9.30882887323944
282,244,5,4,1,1,1,1,"09:33","14/06/2022",1,39,1,999,,9.30882887323944
