"Cluster","HI05","HH_WT","PROVINCE","DISTRICT","HI04","TYPEHH","C128","C135_6","C135_Other","C144","C144_OTHER","C149A","C149B","C149_OTHER","C129","C130","C131","C132","C133","C134","C135_1","C135_2","C135_3","C135_4","C135_5","C136","C137_1","C137_2","C137_3","C137_4","C137_5","C137_6","C138","C139","C140","C141","C142","C143","C145","C146","C147","C148","C150","C151","hhid","camp","ref_weight"
172,6,451.5992,3,33,1,1,1,,,,,2,7,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,888,1,5,"0102",1,460000,1,1,12,0,1,347200603,,
173,15,681.81784,3,33,1,1,1,,,,,6,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,10,0,10,"01",1,218000,1,1,12,,1,347301503,,
175,1,148.1571,3,33,1,1,1,,,2,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,15,0,10,"0102",2,,,0,6,,1,347500103,,
178,5,308.448741489362,3,34,1,1,1,,,,,1,7,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,10,0,1,"0102",1,120000,0,1,4,0,1,357800503,,
178,7,308.448741489362,3,34,1,1,1,,,555,3,1,3,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,12,0,3,"01",2,,,0,24,,2,357800703,,
178,15,308.448741489362,3,34,1,1,1,,,,,6,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,4,"01",1,10000,1,1,4,,1,357801503,,
178,16,308.448741489362,3,34,1,1,1,555,16,,,2,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,6,1,1,"01",1,36000,1,0,6,,1,357801603,,
178,22,308.448741489362,3,34,1,1,1,555,18,,,1,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,888,1,1,"01",1,6000,1,1,3,,1,357802203,,
179,2,1415.74600588235,3,34,2,1,1,555,3,,,3,111,,2,1,1,0,3,0,,,,,,1,,,,,,,2,30,1,5,"01",1,100000,1,0,4,,1,357900203,,
179,6,1415.74600588235,3,34,2,1,1,,,,,6,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,120,0,3,"01",1,130000,1,1,12,,1,357900603,,
179,7,1415.74600588235,3,34,2,1,1,,,,,4,7,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,17,0,2,"0102",1,26200,1,1,12,0,1,357900703,,
179,12,729.3237,3,34,2,1,1,,,,,2,1,,1,0,1,1,1,0,,,,,111,0,,,,,111,,1,,,8,"01",1,10000,1,0,5,,2,357901203,,
179,12,729.3237,3,34,2,1,2,,,,,1,111,,3,0,1,1,5,0,,,,,111,0,,,,,111,,2,17,0,1,"01",1,20000,1,0,2,,2,357901203,,
179,12,729.3237,3,34,2,1,3,,,,,111,111,,3,1,1,1,7,1,1,,,,,1,,,,,,,3,234,1,8,"01",1,900000,1,0,16,,1,357901203,,
179,13,1415.74600588235,3,34,2,1,1,555,3,,,1,3,,2,1,1,1,4,0,,,,,,1,,,,,,,2,12,0,1,"01",1,60000,0,1,2,,1,357901303,,
179,15,1415.74600588235,3,34,2,1,1,,,,,2,6,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,888,1,5,"0102",1,774000,1,1,5,,1,357901503,,
179,16,1415.74600588235,3,34,2,1,1,,,,,2,1,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,888,1,7,"01",1,774000,1,1,3,,1,357901603,,
179,17,1415.74600588235,3,34,2,1,1,555,3,,,1,555,5,2,1,1,1,3,0,,,,,,1,,,,,,,2,12,0,3,"01",1,120000,1,1,24,,1,357901703,,
179,18,1415.74600588235,3,34,2,1,1,555,3,,,3,2,,2,1,1,0,3,0,,,,,,1,,,,,,,2,12,1,1,"0102",1,22000,1,1,6,,1,357901803,,
179,21,1415.74600588235,3,34,2,1,1,555,3,,,1,555,5,2,1,1,1,3,0,,,,,,1,,,,,,,2,12,0,1,"0102",1,120000,1,1,4,,1,357902103,,
180,5,76.2036629213483,3,34,1,1,1,,,,,3,111,,2,1,1,1,4,1,,,,1,,1,,,,,,,3,888,0,5,"0102",1,120000,1,1,24,,1,358000503,,
180,7,76.2036629213483,3,34,1,1,1,555,18,,,3,1,,2,1,1,1,3,0,,,,,,1,,,,,,,2,888,1,5,"0102",1,130000,1,1,3,,1,358000703,,
180,20,76.2036629213483,3,34,1,1,1,555,16,,,1,3,,2,1,1,1,4,1,,,,,,1,,,,,,,2,888,1,3,"0102",1,130000,1,1,3,,1,358002003,,
181,7,1090.555,3,34,2,1,1,,,,,4,5,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"0102",1,11700,1,1,3,0,1,358100703,,
181,10,1090.555,3,34,2,1,1,555,18,,,6,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,10,0,1,"0102",1,97200,1,1,4,,1,358101003,,
181,14,1090.555,3,34,2,1,1,555,3,,,1,2,,2,1,1,1,3,0,,,,,,1,,,,,,,2,12,0,1,"01",1,172000,1,1,24,,1,358101403,,
181,17,1090.555,3,34,2,1,1,555,16,,,2,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,17,1,1,"02",1,1700,1,1,12,,1,358101703,,
181,18,1090.555,3,34,2,1,1,555,16,,,1,3,,2,1,1,1,3,1,,,,,,1,,,,,,,2,17,1,3,"0102",1,57600,1,1,3,,1,358101803,,
181,22,1090.555,3,34,2,1,1,555,18,,,1,111,,2,1,1,1,3,0,,,,,,1,,,,,,,2,17,1,1,"0102",1,50000,1,0,3,,1,358102203,,
182,3,1370.70923611111,3,35,2,1,1,,,,,555,111,9,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,2,"01",1,5000,0,0,2,,3,368200303,,
182,6,1370.70923611111,3,35,2,1,3,,,1,,111,111,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,1,368200603,,
182,6,1370.70923611111,3,35,2,1,1,,,,,111,111,,2,1,1,1,4,1,,,,,111,0,,,,,111,,2,888,1,1,"0102",1,20000,1,1,18,,1,368200603,,
182,6,1370.70923611111,3,35,2,1,2,,,,,111,111,,2,0,1,1,4,1,,,,,111,0,,,,,111,,2,888,0,1,"0102",1,20000,0,0,888,,1,368200603,,
182,8,1370.70923611111,3,35,2,1,1,,,,,111,111,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,70000,1,1,4,,3,368200803,,
182,13,897.1915,3,35,2,1,1,,,2,,1,4,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,9,1,5,"01",2,,,0,4,0,3,368201303,,
183,1,162.5009,3,35,2,1,1,,,,,555,555,9,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,15,0,2,"01",1,20000,0,1,3,,3,368300103,,
183,1,162.5009,3,35,2,1,2,,,,,111,111,,3,0,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,20000,0,0,3,,555,368300103,,
184,7,1540.114,3,35,2,1,1,,,3,,6,4,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,1,"01",2,,,0,2,0,1,368400703,,
184,14,1540.114,3,35,2,1,1,,,,,3,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,72,0,4,"0102",1,172800,1,1,12,,1,368401403,,
184,17,1540.114,3,35,2,1,1,,,,,1,3,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,72,0,3,"01",1,172800,1,1,8,,1,368401703,,
186,4,743.521949216301,3,35,2,1,1,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,1,,,4,"02",1,37000,1,0,3,,4,368600403,,
186,5,743.521949216301,3,35,2,1,2,,,3,,111,111,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,888,,2,368600503,,
186,5,743.521949216301,3,35,2,1,4,,,3,,111,111,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,888,,2,368600503,,
186,5,743.521949216301,3,35,2,1,3,,,3,,111,111,,2,1,1,1,4,0,,,,,111,0,,,,,111,,2,888,0,4,"01",2,,,0,3,1,1,368600503,,
186,5,743.521949216301,3,35,2,1,1,,,3,,3,5,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,888,,2,368600503,,
188,3,1563.48593814433,3,36,2,1,1,,,,,2,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,2,"01",1,19200,1,0,6,,3,378800303,,
188,6,1563.48593814433,3,36,2,1,1,555,3,3,,555,111,10,3,1,1,1,3,1,,,,,,1,,,,,,,2,888,0,2,"01",2,,,1,4,,2,378800603,,
188,6,1563.48593814433,3,36,2,1,5,,,3,,111,111,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,2,378800603,,
188,6,1563.48593814433,3,36,2,1,4,,,3,,111,111,,3,0,1,0,1,1,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,4,378800603,,
188,6,1563.48593814433,3,36,2,1,3,,,555,4,111,111,,1,0,3,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,555,378800603,,
188,6,1563.48593814433,3,36,2,1,2,,,,,7,111,,1,0,1,0,1,1,,,,,111,0,,,,,111,,1,,,4,"01",1,30000,1,0,4,0,2,378800603,,
188,7,1563.48593814433,3,36,2,1,1,555,3,,,4,1,,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,7,"01",1,29000,1,0,5,0,555,378800703,,
188,10,1563.48593814433,3,36,2,1,1,,,,,3,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,10,"01",1,30000,0,0,3,,555,378801003,,
188,18,1563.48593814433,3,36,2,1,1,555,3,,,2,6,,3,1,3,0,3,0,,,,,,1,,,,,,,3,888,0,3,"01",1,7200,1,1,4,,1,378801803,,
189,10,255.983,3,36,1,1,1,555,3,,,7,111,,1,1,1,0,3,0,,,,,,1,,,,,,,1,,,10,"01",1,30000,0,1,888,0,555,378901003,,
192,2,107.948450657895,3,36,1,1,1,,,,,555,555,8,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"03",1,4000,0,0,2,,1,379200203,,
193,5,2612.02521568627,3,36,2,1,1,555,4,,,2,4,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,6,"01",1,30000,1,1,3,1,2,379300503,,
194,2,1837.83892,3,36,2,1,2,555,16,,,3,111,,2,0,1,0,1,0,,,,,,1,,,,,,,2,25,0,1,"01",1,1500,0,0,1,,1,379400203,,
194,2,1837.83892,3,36,2,1,1,,,,,111,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,25,0,2,"01",1,10000,1,0,2,,1,379400203,,
196,9,1899.352575,3,37,2,1,1,,,,,1,3,,3,1,1,0,2,0,,,,,111,0,,,,,111,,3,888,1,1,"01",1,15000,0,0,3,,4,389600903,,
196,10,2665.758,3,37,2,1,1,555,3,,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,20,0,1,"01",1,15000,0,1,2,,3,389601003,,
196,15,2665.758,3,37,2,1,1,555,3,,,111,111,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,10,"01",1,26000,1,0,1,,555,389601503,,
197,2,1118.39064615385,3,37,2,1,1,555,14,,,3,7,,2,1,1,0,3,0,,,,,,1,,,,,,,2,50,0,3,"01",1,170000,1,0,3,1,1,389700203,,
197,2,1118.39064615385,3,37,2,1,2,,,1,,3,7,,1,0,1,1,1,1,,,,,111,0,,,,,111,,2,50,0,3,"01",2,,,0,888,1,1,389700203,,
197,3,1118.39064615385,3,37,2,1,1,555,3,,,1,4,,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,6,"01",1,30000,1,0,1,1,4,389700303,,
197,15,1118.39064615385,3,37,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,20,0,1,"01",1,10000,0,1,11,,1,389701503,,
198,2,821.3362,3,37,2,1,2,555,3,,,2,111,,2,0,1,0,3,0,,,,,,1,,,,,,,3,320,0,1,"01",1,20800,1,1,3,,1,389800203,,
198,2,821.3362,3,37,2,1,3,555,14,,,111,111,,2,0,1,0,3,0,,,,,,1,,,,,,,3,320,0,1,"01",1,20800,1,0,3,,1,389800203,,
198,2,821.3362,3,37,2,1,4,,,,,111,111,,3,0,3,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",1,20800,1,1,3,,1,389800203,,
198,2,821.3362,3,37,2,1,1,,,,,2,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",1,20800,1,1,3,,1,389800203,,
198,10,821.3362,3,37,2,1,1,555,14,,,2,111,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,2,"01",1,31000,1,0,1,,555,389801003,,
198,12,821.3362,3,37,2,1,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,30000,1,0,3,,555,389801203,,
199,1,1265.783775,4,41,2,1,1,,,2,,4,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,1,0,2,429900104,,
199,12,1265.783775,4,41,2,1,1,555,16,,,111,111,,3,1,3,1,3,1,,,,,,1,,,,,,,2,32,1,2,"0102",1,100000,1,1,10,,1,429901204,,
200,13,2302.37658151261,4,41,2,1,1,555,17,,,111,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,888,0,11,"01",1,10000,1,1,12,,1,430001304,,
201,8,297.574147783251,4,41,2,1,4,555,13,,,111,111,,3,0,1,0,1,0,,,,,,1,,,,,,,3,888,0,1,"01",1,27100,0,0,3,,3,430100804,,
201,8,297.574147783251,4,41,2,1,1,555,16,,,3,111,,3,0,1,0,1,0,,,,,,1,,,,,,,3,888,0,1,"01",1,27100,0,0,3,,3,430100804,,
201,8,297.574147783251,4,41,2,1,5,555,15,,,111,111,,3,0,1,0,1,0,,,,,,1,,,,,,,3,888,0,1,"01",1,27100,0,0,3,,3,430100804,,
201,8,297.574147783251,4,41,2,1,3,555,14,,,111,111,,3,0,1,0,1,0,,,,,,1,,,,,,,3,888,0,1,"01",1,27100,0,0,3,,3,430100804,,
201,8,297.574147783251,4,41,2,1,2,555,14,,,111,111,,2,1,1,1,5,1,,,,,,1,,,,,,,2,17,0,2,"0102",1,27100,0,0,4,,3,430100804,,
201,10,297.574147783251,4,41,2,1,1,555,16,,,6,111,,3,0,1,1,4,1,,,,,,1,,,,,,,2,888,1,5,"01",1,50000,0,1,4,,1,430101004,,
201,10,297.574147783251,4,41,2,1,4,555,16,,,111,111,,3,0,1,1,4,1,,,,,,1,,,,,,,2,888,1,5,"01",1,50000,0,1,4,,1,430101004,,
201,10,297.574147783251,4,41,2,1,3,555,18,,,1,6,,2,1,1,1,4,1,,,,,,1,,,,,,,2,17,1,5,"01",1,50000,0,1,4,,1,430101004,,
201,10,297.574147783251,4,41,2,1,2,555,18,,,6,1,,3,0,1,1,4,1,,,,,,1,,,,,,,2,888,1,5,"01",1,30000,0,1,4,,1,430101004,,
201,11,297.574147783251,4,41,2,1,1,555,16,,,4,6,,2,1,1,0,3,1,,,,,,1,,,,,,,2,17,0,2,"02",1,40000,0,0,4,0,4,430101104,,
201,14,297.574147783251,4,41,2,1,4,555,13,,,111,111,,3,0,1,0,3,0,,,,,,1,,,,,,,3,888,0,1,"01",1,27100,0,0,3,,3,430101404,,
201,14,297.574147783251,4,41,2,1,1,555,16,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,17,0,2,"0102",1,27100,1,1,4,,3,430101404,,
201,14,297.574147783251,4,41,2,1,2,,,,,7,111,,3,0,1,1,2,1,,,,,111,0,,,,,111,,2,50,0,1,"0102",1,27100,0,1,3,1,3,430101404,,
201,14,297.574147783251,4,41,2,1,3,,,,,111,111,,3,0,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,27100,0,0,3,,3,430101404,,
201,16,297.574147783251,4,41,2,1,1,555,9,,,1,7,,1,1,1,0,3,0,,,,,,1,,,,,,,1,,,4,"0102",1,60000,0,0,3,0,1,430101604,,
202,2,192.898030534351,4,41,1,1,1,555,17,,,1,555,8,2,1,1,1,3,1,,,,,,1,,,,,,,2,12,0,2,"01",1,80000,1,1,2,,1,430200204,,
202,12,192.898030534351,4,41,1,1,1,,,,,4,6,,2,1,1,0,4,0,,,,,111,0,,,,,111,,2,60,0,3,"01",1,55000,0,0,12,0,4,430201204,,
202,14,140.3869,4,41,1,1,2,,,,,7,1,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,24000,0,0,3,0,3,430201404,,
202,14,140.3869,4,41,1,1,1,,,,,1,7,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,24000,0,0,3,0,3,430201404,,
202,15,192.898030534351,4,41,1,1,4,555,18,,,1,2,,2,0,1,1,3,1,,,,,,1,,,,,,,2,888,0,2,"01",1,50000,0,0,4,,3,430201504,,
202,15,192.898030534351,4,41,1,1,2,555,18,,,1,3,,2,0,1,1,3,1,,,,,,1,,,,,,,2,888,0,2,"01",1,50000,0,0,4,,3,430201504,,
202,15,192.898030534351,4,41,1,1,3,555,16,,,1,3,,2,0,1,1,3,1,,,,,,1,,,,,,,2,888,0,2,"01",1,50000,0,0,4,,3,430201504,,
202,15,192.898030534351,4,41,1,1,1,555,16,,,1,3,,2,1,1,1,3,1,,,,,,1,,,,,,,2,888,0,2,"01",1,50000,0,0,4,,3,430201504,,
203,4,741.469008403361,4,41,2,1,1,555,16,,,6,3,,2,1,1,0,2,0,,,,,,1,,,,,,,2,17,0,1,"0102",1,15000,0,0,8,,3,430300404,,
203,10,741.469008403361,4,41,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,17,0,1,"01",1,180000,1,1,5,,1,430301004,,
203,11,741.469008403361,4,41,2,1,1,555,3,,,1,4,,2,1,1,0,2,0,,,,,,1,,,,,,,2,888,0,1,"01",1,3000,0,0,2,0,3,430301104,,
203,12,741.469008403361,4,41,2,1,1,555,14,2,,7,1,,2,1,1,1,3,1,,,,,,1,,,,,,,2,10,0,1,"01",2,,,0,12,0,1,430301204,,
203,14,741.469008403361,4,41,2,1,1,,,2,,3,111,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"01",2,,,0,24,,2,430301404,,
203,15,741.469008403361,4,41,2,1,2,555,3,,,1,111,,1,0,1,0,1,0,,,,,,1,,,,,,,1,,,2,"0102",1,6000,0,0,1,,3,430301504,,
203,15,741.469008403361,4,41,2,1,1,555,18,,,6,111,,2,1,1,1,2,0,,,,,,1,,,,,,,2,17,1,2,"0102",1,90000,0,1,4,,2,430301504,,
203,17,741.469008403361,4,41,2,1,1,,,,,111,111,,2,1,1,1,4,1,,,,,111,0,,,,,111,,2,10,0,2,"0102",1,135000,1,0,4,,1,430301704,,
203,18,741.469008403361,4,41,2,1,1,,,2,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,1,"02",2,,,1,3,,1,430301804,,
205,14,1266.853,4,42,2,1,1,555,16,,,3,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,6,0,1,"01",1,85000,1,1,4,,1,440501404,,
205,15,1266.853,4,42,2,1,1,,,,,1,4,,2,1,3,0,3,0,,,,,111,0,,,,,111,,2,60,0,2,"02",1,45000,0,1,3,0,2,440501504,,
205,17,1266.853,4,42,2,1,1,555,18,,,1,3,,3,1,1,1,3,0,,,,,,1,,,,,,,2,34,0,1,"01",1,3500,1,1,3,,1,440501704,,
205,18,1266.853,4,42,2,1,1,555,16,,,1,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,6,0,2,"01",1,31500,0,1,3,,1,440501804,,
206,10,811.818,4,42,2,1,1,,,,,1,3,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,2,"01",1,25000,1,0,2,,3,440601004,,
208,7,17.4388363636364,4,42,1,1,2,555,16,,,111,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,13,0,4,"01",1,90000,1,1,4,,1,440800704,,
208,7,17.4388363636364,4,42,1,1,1,555,16,,,111,111,,2,0,1,1,3,1,,,,,,1,,,,,,,2,13,0,4,"01",1,90000,1,1,4,,1,440800704,,
208,14,17.4388363636364,4,42,1,1,1,,,,,3,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,70,0,1,"01",1,80000,1,1,3,,1,440801404,,
210,8,1820.559,4,43,2,1,1,,,3,,111,111,,2,1,1,1,2,0,,,,,111,0,,,,,111,,2,12,0,3,"01",2,,,0,2,,4,451000804,,
214,6,77.8124084705883,4,43,1,1,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,50000,0,0,1,,2,451400604,,
219,11,1401.212,4,43,2,1,1,,,,,111,111,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,888,1,3,"01",1,90000,0,1,24,,1,451901104,,
219,15,1401.212,4,43,2,1,2,,,2,,111,111,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,19,1,3,"02",2,,,0,3,,2,451901504,,
219,15,1401.212,4,43,2,1,3,,,2,,111,111,,2,0,3,0,3,0,,,,1,,1,,,,,,,3,888,1,3,"02",2,,,0,3,,2,451901504,,
219,15,1401.212,4,43,2,1,1,,,2,,111,111,,2,0,1,0,3,0,,,,1,,1,,,,,,,3,888,1,3,"01",2,,,0,3,,2,451901504,,
219,16,1401.212,4,43,2,1,1,,,,,111,111,,3,1,1,1,5,1,1,,,,,1,,,,,,,3,888,1,2,"01",1,240000,0,1,24,,1,451901604,,
219,17,1401.212,4,43,2,1,1,,,,,4,3,,1,1,1,1,3,1,1,,,,,1,,,,,,,3,50,0,3,"01",1,42000,0,0,11,0,4,451901704,,
219,18,1401.212,4,43,2,1,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"0102",1,120000,0,0,4,,1,451901804,,
224,14,148.1425,4,44,1,1,1,,,,,6,4,,3,1,1,1,2,1,1,,,,,1,,,,,,,3,888,0,3,"01",1,5000,1,0,888,0,1,462401404,,
225,5,1044.116,4,44,2,1,1,,,,,2,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,1,1,"02",1,80000,1,0,888,,2,462500504,,
225,14,1044.116,4,44,2,1,1,555,18,,,555,6,10,3,1,1,1,4,1,,,,,,1,,,,,,,2,50,0,3,"01",1,45000,1,0,888,,3,462501404,,
225,14,1044.116,4,44,2,1,3,,,555,8,111,111,,3,0,1,1,4,1,,,,1,,1,,,,,,,3,50,0,3,"01",2,,,1,4,,3,462501404,,
225,14,1044.116,4,44,2,1,2,,,,,6,1,,3,0,1,1,4,1,,,,1,,1,,,,,,,3,50,0,3,"01",1,47000,1,0,5,,3,462501404,,
225,14,1044.116,4,44,2,1,4,,,,,111,111,,1,0,1,1,4,1,1,,,,,1,,,,,,,3,50,0,5,"01",1,10000,0,0,888,,3,462501404,,
225,15,1044.116,4,44,2,1,1,555,18,3,,111,111,,3,1,1,1,2,0,,,,,,1,,,,,,,2,100,1,3,"02",2,,,0,4,,3,462501504,,
225,16,1044.116,4,44,2,1,1,555,18,,,111,111,,3,1,1,1,3,0,,,,,,1,,,,,,,2,15,1,2,"02",1,12000,0,0,4,,2,462501604,,
225,17,1044.116,4,44,2,1,1,,,,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,60,0,3,"01",1,65000,0,1,4,,1,462501704,,
225,18,1044.116,4,44,2,1,2,,,3,,1,7,,1,0,1,1,1,0,1,,,,,1,,,,,,,3,60,1,4,"01",2,,,0,3,0,4,462501804,,
225,18,1044.116,4,44,2,1,4,,,3,,1,111,,3,0,1,0,3,0,1,,,,,1,,,,,,,3,60,1,4,"01",2,,,0,3,,4,462501804,,
225,18,1044.116,4,44,2,1,1,,,,,3,7,,3,1,1,1,7,0,1,,,,,1,,,,,,,3,60,1,4,"01",1,267500,0,0,3,0,1,462501804,,
225,18,1044.116,4,44,2,1,3,,,,,111,111,,1,0,1,0,5,0,1,,,,,1,,,,,,,3,888,0,4,"01",1,56000,1,0,3,,3,462501804,,
225,18,1044.116,4,44,2,1,5,,,,,1,111,,2,0,1,0,2,1,1,,,,,1,,,,,,,3,60,0,4,"0102",1,10000,1,0,3,,1,462501804,,
229,5,28.8529368421053,4,45,1,1,2,,,2,,1,4,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,2,,3,472900504,,
229,5,28.8529368421053,4,45,1,1,3,,,2,,111,111,,2,0,1,1,1,1,,,,,111,0,,,,,111,,1,,,2,"01",2,,,0,4,0,3,472900504,,
229,5,28.8529368421053,4,45,1,1,4,,,,,111,111,,2,1,3,1,3,1,,,,,111,0,,,,,111,,2,12,0,2,"01",1,85000,1,1,3,,1,472900504,,
229,5,28.8529368421053,4,45,1,1,1,,,,,111,111,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,1000,1,0,2,,3,472900504,,
233,14,1946.098,4,45,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,60,0,1,"0102",1,21000,1,1,4,,3,473301404,,
233,20,1946.098,4,45,2,1,1,,,,,4,1,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,60,0,1,"01",1,80000,1,1,3,1,1,473302004,,
234,2,1475.391,4,45,2,1,1,555,3,,,1,111,,2,1,1,0,4,0,,,,,,1,,,,,,,2,6,0,1,"01",1,30000,1,1,2,,1,473400204,,
234,4,1475.391,4,45,2,1,1,555,3,,,1,111,,2,1,1,0,4,0,,,,,,1,,,,,,,2,6,0,1,"01",1,30000,1,1,3,,1,473400404,,
234,8,1475.391,4,45,2,1,1,555,18,3,,3,7,,3,1,1,1,3,0,,,,,,1,,,,,,,2,12,0,2,"01",2,,,0,4,0,1,473400804,,
234,10,1475.391,4,45,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,50,0,1,"02",1,30000,1,1,5,,1,473401004,,
234,14,1475.391,4,45,2,1,1,,,,,1,7,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,50,0,1,"02",1,30000,1,1,3,0,1,473401404,,
235,14,1095.94107236842,4,45,2,1,1,,,2,,1,3,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,50,0,4,"02",2,,,0,4,,2,473501404,,
236,10,467.384330985915,4,45,2,1,1,,,,,3,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"0102",1,30000,1,1,5,,3,473601004,,
236,15,467.384330985915,4,45,2,1,1,555,3,,,3,111,,2,1,1,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,9000,0,0,3,,4,473601504,,
237,4,464.106144278607,5,51,2,1,1,555,17,,,1,555,5,3,1,1,1,4,1,,,,,,1,,,,,,,2,888,0,1,"02",1,95000,1,1,4,,3,533700405,,
237,4,464.106144278607,5,51,2,1,3,,,1,,111,111,,3,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,1,533700405,,
237,4,464.106144278607,5,51,2,1,2,,,3,,111,111,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,2,,3,533700405,,
238,8,146.0346,5,51,1,1,1,555,18,,,6,1,,2,1,1,1,1,0,,,,,,1,,,,,,,2,888,0,1,"01",1,65000,0,1,2,,1,533800805,,
239,9,169.8891,5,51,1,1,4,555,3,555,4,111,111,,2,0,1,0,1,0,,,,,,1,,,,,,,3,888,0,1,"0102",2,181400,,0,888,,555,533900905,,
239,9,169.8891,5,51,1,1,2,,,,,6,111,,3,0,1,0,2,0,,,,,111,0,,,,,111,,3,888,0,1,"0102",1,181400,0,0,888,,555,533900905,,
